fight_id,event_id,event_name,date,season,home_team,away_team,home_win,weight_class,card_segment,home_rest_days,away_rest_days,home_b2b,away_b2b
401262507,600000637,UFC Fight Night: Holloway vs. Kattar,2021-01-16,2021,Max Holloway,Calvin Kattar,1,Featherweight,main,168.0,168.0,0,0
401268095,600000637,UFC Fight Night: Holloway vs. Kattar,2021-01-16,2021,David Zawada,Ramazan Emeev,0,Welterweight,prelims1,168.0,168.0,0,0
401271453,600000637,UFC Fight Night: Holloway vs. Kattar,2021-01-16,2021,Carlos Felipe,Justin Tafa,1,Heavyweight,prelims1,168.0,168.0,0,0
401275993,600000637,UFC Fight Night: Holloway vs. Kattar,2021-01-16,2021,Carlos Condit,Matt Brown,1,Welterweight,main,168.0,168.0,0,0
401275994,600000637,UFC Fight Night: Holloway vs. Kattar,2021-01-16,2021,Santiago Ponzinibbio,Li Jingliang,0,Welterweight,main,168.0,168.0,0,0
401275995,600000637,UFC Fight Night: Holloway vs. Kattar,2021-01-16,2021,Joaquin Buckley,Alessio Di Chirico,0,Middleweight,main,168.0,168.0,0,0
401275996,600000637,UFC Fight Night: Holloway vs. Kattar,2021-01-16,2021,Punahele Soriano,Duško Todorović,1,Middleweight,main,168.0,168.0,0,0
401275998,600000637,UFC Fight Night: Holloway vs. Kattar,2021-01-16,2021,Wu Yanan,Joselyne Edwards,0,Women's Bantamweight,prelims1,168.0,168.0,0,0
401275999,600000637,UFC Fight Night: Holloway vs. Kattar,2021-01-16,2021,Sarah Moras,Vanessa Melo,0,Women's Bantamweight,prelims1,168.0,168.0,0,0
401276000,600000637,UFC Fight Night: Holloway vs. Kattar,2021-01-16,2021,Jacob Kilburn,Austin Lingo,0,Featherweight,prelims1,168.0,168.0,0,0
401274474,600001720,UFC Fight Night: Chiesa vs. Magny,2021-01-20,2021,Michael Chiesa,Neil Magny,1,Welterweight,main,168.0,168.0,0,0
401276001,600001720,UFC Fight Night: Chiesa vs. Magny,2021-01-20,2021,Warlley Alves,Mounir Lazzez,1,Welterweight,main,168.0,168.0,0,0
401276002,600001720,UFC Fight Night: Chiesa vs. Magny,2021-01-20,2021,Ike Villanueva,Vinicius Moreira,1,Light Heavyweight,main,168.0,168.0,0,0
401276003,600001720,UFC Fight Night: Chiesa vs. Magny,2021-01-20,2021,Roxanne Modafferi,Viviane Araújo,0,Women's Flyweight,main,168.0,168.0,0,0
401276004,600001720,UFC Fight Night: Chiesa vs. Magny,2021-01-20,2021,Lerone Murphy,Douglas Silva de Andrade,1,Featherweight,main,168.0,168.0,0,0
401276006,600001720,UFC Fight Night: Chiesa vs. Magny,2021-01-20,2021,Sumudaerji,Zarrukh Adashev,1,Flyweight,prelims1,168.0,168.0,0,0
401276007,600001720,UFC Fight Night: Chiesa vs. Magny,2021-01-20,2021,Dalcha Lungiambula,Markus Perez,1,Middleweight,prelims1,168.0,168.0,0,0
401276008,600001720,UFC Fight Night: Chiesa vs. Magny,2021-01-20,2021,Francisco Figueiredo,Jerome Rivera,1,Flyweight,prelims1,168.0,168.0,0,0
401276009,600001720,UFC Fight Night: Chiesa vs. Magny,2021-01-20,2021,Mike Davis,Mason Jones,1,Lightweight,prelims1,168.0,168.0,0,0
401276010,600001720,UFC Fight Night: Chiesa vs. Magny,2021-01-20,2021,Matt Schnell,Tyson Nam,1,Flyweight,main,168.0,168.0,0,0
401276011,600001720,UFC Fight Night: Chiesa vs. Magny,2021-01-20,2021,Victoria Leonardo,Manon Fiorot,0,Women's Flyweight,prelims1,168.0,168.0,0,0
401276254,600001720,UFC Fight Night: Chiesa vs. Magny,2021-01-20,2021,Ricky Simon,Gaetano Pirrello,1,Bantamweight,prelims1,168.0,168.0,0,0
401276793,600001720,UFC Fight Night: Chiesa vs. Magny,2021-01-20,2021,Umar Nurmagomedov,Sergey Morozov,1,Bantamweight,prelims1,168.0,168.0,0,0
401276794,600001720,UFC Fight Night: Chiesa vs. Magny,2021-01-20,2021,Omari Akhmedov,Tom Breese,1,Middleweight,prelims1,168.0,168.0,0,0
401264972,600000835,UFC 257: Poirier vs. McGregor 2,2021-01-24,2021,Dustin Poirier,Conor McGregor,1,Lightweight,main,168.0,168.0,0,0
401268933,600000835,UFC 257: Poirier vs. McGregor 2,2021-01-24,2021,Marina Rodriguez,Amanda Ribas,1,Women's Strawweight,main,168.0,168.0,0,0
401269273,600000835,UFC 257: Poirier vs. McGregor 2,2021-01-24,2021,Jessica Eye,Joanne Wood,0,Women's Flyweight,main,168.0,168.0,0,0
401269274,600000835,UFC 257: Poirier vs. McGregor 2,2021-01-24,2021,Khalil Rountree Jr.,Marcin Prachnio,0,Light Heavyweight,prelims1,168.0,168.0,0,0
401269275,600000835,UFC 257: Poirier vs. McGregor 2,2021-01-24,2021,Brad Tavares,Antonio Carlos Jr.,1,Middleweight,prelims1,168.0,168.0,0,0
401269277,600000835,UFC 257: Poirier vs. McGregor 2,2021-01-24,2021,Andrew Sanchez,Makhmud Muradov,0,Middleweight,main,168.0,168.0,0,0
401275294,600000835,UFC 257: Poirier vs. McGregor 2,2021-01-24,2021,Dan Hooker,Michael Chandler,0,Lightweight,main,168.0,168.0,0,0
401276795,600000835,UFC 257: Poirier vs. McGregor 2,2021-01-24,2021,Nik Lentz,Movsar Evloev,0,Catch Weight,prelims2,168.0,168.0,0,0
401277473,600000835,UFC 257: Poirier vs. McGregor 2,2021-01-24,2021,Arman Tsarukyan,Matt Frevola,1,Lightweight,prelims1,168.0,168.0,0,0
401277474,600000835,UFC 257: Poirier vs. McGregor 2,2021-01-24,2021,Julianna Peña,Sara McMann,1,Women's Bantamweight,prelims1,168.0,168.0,0,0
401277475,600000835,UFC 257: Poirier vs. McGregor 2,2021-01-24,2021,Amir Albazi,Zhalgas Zhumagulov,1,Flyweight,prelims2,168.0,168.0,0,0
401276259,600002201,UFC Fight Night: Overeem vs. Volkov,2021-02-06,2021,Alistair Overeem,Alexander Volkov,0,Heavyweight,main,168.0,168.0,0,0
401276260,600002201,UFC Fight Night: Overeem vs. Volkov,2021-02-06,2021,Michael Johnson,Clay Guida,0,Lightweight,main,168.0,168.0,0,0
401282504,600002201,UFC Fight Night: Overeem vs. Volkov,2021-02-06,2021,Karol Rosa,Joselyne Edwards,1,Women's Bantamweight,prelims1,168.0,21.0,0,0
401282733,600002201,UFC Fight Night: Overeem vs. Volkov,2021-02-06,2021,Cory Sandhagen,Frankie Edgar,1,Bantamweight,main,168.0,168.0,0,0
401282734,600002201,UFC Fight Night: Overeem vs. Volkov,2021-02-06,2021,Diego Ferreira,Beneil Dariush,0,Lightweight,main,168.0,168.0,0,0
401282735,600002201,UFC Fight Night: Overeem vs. Volkov,2021-02-06,2021,SeungWoo Choi,Youssef Zalal,1,Featherweight,prelims1,168.0,168.0,0,0
401282737,600002201,UFC Fight Night: Overeem vs. Volkov,2021-02-06,2021,Alexandre Pantoja,Manel Kape,1,Flyweight,main,168.0,168.0,0,0
401282739,600002201,UFC Fight Night: Overeem vs. Volkov,2021-02-06,2021,Timur Valiev,Martin Day,1,Featherweight,prelims1,168.0,168.0,0,0
401282740,600002201,UFC Fight Night: Overeem vs. Volkov,2021-02-06,2021,Mike Rodriguez,Danilo Marques,0,Light Heavyweight,main,168.0,168.0,0,0
401282741,600002201,UFC Fight Night: Overeem vs. Volkov,2021-02-06,2021,Molly McCann,Lara Procopio,0,Women's Flyweight,prelims1,168.0,168.0,0,0
401283733,600002201,UFC Fight Night: Overeem vs. Volkov,2021-02-06,2021,Ode' Osbourne,Jerome Rivera,1,Featherweight,prelims1,168.0,17.0,0,0
401284754,600002201,UFC Fight Night: Overeem vs. Volkov,2021-02-06,2021,Devonte Smith,Justin Jaynes,1,Catch Weight,prelims1,168.0,168.0,0,0
401262508,600000638,UFC 258: Usman vs. Burns,2021-02-14,2021,Kamaru Usman,Gilbert Burns,1,Welterweight,main,168.0,168.0,0,0
401262509,600000638,UFC 258: Usman vs. Burns,2021-02-14,2021,Maycee Barber,Alexa Grasso,0,Women's Flyweight,main,168.0,168.0,0,0
401262854,600000638,UFC 258: Usman vs. Burns,2021-02-14,2021,Gabe Green,Phil Rowe,1,Welterweight,prelims2,168.0,168.0,0,0
401280374,600000638,UFC 258: Usman vs. Burns,2021-02-14,2021,Kelvin Gastelum,Ian Heinisch,1,Middleweight,main,168.0,168.0,0,0
401282831,600000638,UFC 258: Usman vs. Burns,2021-02-14,2021,Polyana Viana,Mallory Martin,1,Women's Strawweight,prelims1,168.0,168.0,0,0
401285864,600000638,UFC 258: Usman vs. Burns,2021-02-14,2021,Maki Pitolo,Julian Marquez,0,Middleweight,main,168.0,168.0,0,0
401285866,600000638,UFC 258: Usman vs. Burns,2021-02-14,2021,Rodolfo Vieira,Anthony Hernandez,0,Middleweight,prelims1,168.0,168.0,0,0
401285867,600000638,UFC 258: Usman vs. Burns,2021-02-14,2021,Belal Muhammad,Dhiego Lima,1,Welterweight,prelims1,168.0,168.0,0,0
401285868,600000638,UFC 258: Usman vs. Burns,2021-02-14,2021,Ricky Simon,Brian Kelleher,1,Featherweight,main,25.0,168.0,0,0
401286747,600000638,UFC 258: Usman vs. Burns,2021-02-14,2021,Andre Ewell,Chris Gutierrez,0,Catch Weight,prelims1,168.0,168.0,0,0
401276255,600002200,UFC Fight Night: Blaydes vs. Lewis,2021-02-20,2021,Curtis Blaydes,Derrick Lewis,0,Heavyweight,main,168.0,168.0,0,0
401276256,600002200,UFC Fight Night: Blaydes vs. Lewis,2021-02-20,2021,Andrei Arlovski,Tom Aspinall,0,Heavyweight,main,168.0,168.0,0,0
401276257,600002200,UFC Fight Night: Blaydes vs. Lewis,2021-02-20,2021,Aiemann Zahabi,Drako Rodriguez,1,Bantamweight,prelims1,168.0,168.0,0,0
401288267,600002200,UFC Fight Night: Blaydes vs. Lewis,2021-02-20,2021,Ketlen Vieira,Yana Santos,0,Women's Bantamweight,main,168.0,168.0,0,0
401288268,600002200,UFC Fight Night: Blaydes vs. Lewis,2021-02-20,2021,Charles Rosa,Darrick Minner,0,Featherweight,main,168.0,168.0,0,0
401288269,600002200,UFC Fight Night: Blaydes vs. Lewis,2021-02-20,2021,Aleksei Oleinik,Chris Daukaus,0,Heavyweight,main,168.0,168.0,0,0
401288270,600002200,UFC Fight Night: Blaydes vs. Lewis,2021-02-20,2021,Phil Hawes,Nassourdine Imavov,1,Middleweight,main,168.0,168.0,0,0
401288271,600002200,UFC Fight Night: Blaydes vs. Lewis,2021-02-20,2021,Jared Gordon,Danny Chavez,1,Featherweight,prelims1,168.0,168.0,0,0
401288272,600002200,UFC Fight Night: Blaydes vs. Lewis,2021-02-20,2021,Eddie Wineland,John Castaneda,0,Bantamweight,prelims1,168.0,168.0,0,0
401288353,600002200,UFC Fight Night: Blaydes vs. Lewis,2021-02-20,2021,Nate Landwehr,Julian Erosa,0,Featherweight,prelims1,168.0,168.0,0,0
401288354,600002200,UFC Fight Night: Blaydes vs. Lewis,2021-02-20,2021,Shana Dobson,Casey O'Neill,0,Women's Flyweight,prelims1,168.0,168.0,0,0
401288356,600002200,UFC Fight Night: Blaydes vs. Lewis,2021-02-20,2021,Serghei Spivac,Jared Vanderaa,1,Heavyweight,prelims1,168.0,168.0,0,0
401283350,600002600,UFC Fight Night: Rozenstruik vs. Gane,2021-02-27,2021,Jairzinho Rozenstruik,Ciryl Gane,0,Heavyweight,main,168.0,168.0,0,0
401288266,600002600,UFC Fight Night: Rozenstruik vs. Gane,2021-02-27,2021,Nikita Krylov,Magomed Ankalaev,0,Light Heavyweight,main,168.0,168.0,0,0
401301781,600002600,UFC Fight Night: Rozenstruik vs. Gane,2021-02-27,2021,Dustin Jacoby,Maxim Grishin,1,Light Heavyweight,prelims1,168.0,168.0,0,0
401301783,600002600,UFC Fight Night: Rozenstruik vs. Gane,2021-02-27,2021,Alexander Hernandez,Thiago Moisés,0,Lightweight,prelims1,168.0,168.0,0,0
401301785,600002600,UFC Fight Night: Rozenstruik vs. Gane,2021-02-27,2021,Alexis Davis,Sabina Mazo,1,Women's Bantamweight,prelims1,168.0,168.0,0,0
401301796,600002600,UFC Fight Night: Rozenstruik vs. Gane,2021-02-27,2021,Vince Cachero,Ronnie Lawrence,0,Bantamweight,prelims1,168.0,168.0,0,0
401301800,600002600,UFC Fight Night: Rozenstruik vs. Gane,2021-02-27,2021,Alex Caceres,Kevin Croom,1,Featherweight,main,168.0,168.0,0,0
401301803,600002600,UFC Fight Night: Rozenstruik vs. Gane,2021-02-27,2021,Pedro Munhoz,Jimmie Rivera,1,Bantamweight,main,168.0,168.0,0,0
401274333,600001860,UFC 259: Blachowicz vs. Adesanya,2021-03-06,2021,Jan Blachowicz,Israel Adesanya,1,Light Heavyweight,main,168.0,168.0,0,0
401274334,600001860,UFC 259: Blachowicz vs. Adesanya,2021-03-06,2021,Sean Brady,Jake Matthews,1,Welterweight,prelims2,168.0,168.0,0,0
401280378,600001860,UFC 259: Blachowicz vs. Adesanya,2021-03-06,2021,Petr Yan,Aljamain Sterling,0,Bantamweight,main,168.0,168.0,0,0
401280379,600001860,UFC 259: Blachowicz vs. Adesanya,2021-03-06,2021,Amanda Nunes,Megan Anderson,1,Women's Featherweight,main,168.0,168.0,0,0
401283308,600001860,UFC 259: Blachowicz vs. Adesanya,2021-03-06,2021,Kennedy Nzechukwu,Carlos Ulberg,1,Light Heavyweight,prelims2,168.0,168.0,0,0
401283309,600001860,UFC 259: Blachowicz vs. Adesanya,2021-03-06,2021,Rogerio Bontorin,Kai Kara-France,0,Flyweight,prelims1,168.0,168.0,0,0
401287162,600001860,UFC 259: Blachowicz vs. Adesanya,2021-03-06,2021,Thiago Santos,Aleksandar Rakic,0,Light Heavyweight,main,168.0,168.0,0,0
401287493,600001860,UFC 259: Blachowicz vs. Adesanya,2021-03-06,2021,Song Yadong,Kyler Phillips,0,Bantamweight,prelims1,168.0,168.0,0,0
401289254,600001860,UFC 259: Blachowicz vs. Adesanya,2021-03-06,2021,Joseph Benavidez,Askar Askarov,0,Flyweight,prelims1,168.0,168.0,0,0
401289255,600001860,UFC 259: Blachowicz vs. Adesanya,2021-03-06,2021,Islam Makhachev,Drew Dober,1,Lightweight,main,168.0,168.0,0,0
401289956,600001860,UFC 259: Blachowicz vs. Adesanya,2021-03-06,2021,Dominick Cruz,Casey Kenney,1,Bantamweight,prelims1,168.0,168.0,0,0
401289957,600001860,UFC 259: Blachowicz vs. Adesanya,2021-03-06,2021,Livinha Souza,Amanda Lemos,0,Women's Strawweight,prelims2,168.0,168.0,0,0
401308058,600001860,UFC 259: Blachowicz vs. Adesanya,2021-03-06,2021,Tim Elliott,Jordan Espinosa,1,Flyweight,prelims2,168.0,168.0,0,0
401308059,600001860,UFC 259: Blachowicz vs. Adesanya,2021-03-06,2021,Uroš Medić,Aalon Cruz,1,Lightweight,prelims2,168.0,168.0,0,0
401308060,600001860,UFC 259: Blachowicz vs. Adesanya,2021-03-06,2021,Mario Bautista,Trevin Jones,0,Bantamweight,prelims2,168.0,168.0,0,0
401287513,600002541,UFC Fight Night: Edwards vs. Muhammad,2021-03-13,2021,Gloria de Paula,Jinh Yu Frey,0,Women's Strawweight,prelims1,168.0,168.0,0,0
401299533,600002541,UFC Fight Night: Edwards vs. Muhammad,2021-03-13,2021,Manel Kape,Matheus Nicolau,0,Flyweight,main,35.0,168.0,0,0
401301856,600002541,UFC Fight Night: Edwards vs. Muhammad,2021-03-13,2021,Misha Cirkunov,Ryan Spann,0,Light Heavyweight,main,168.0,168.0,0,0
401301857,600002541,UFC Fight Night: Edwards vs. Muhammad,2021-03-13,2021,Charles Jourdain,Marcelo Rojo,1,Featherweight,prelims1,168.0,168.0,0,0
401307316,600002541,UFC Fight Night: Edwards vs. Muhammad,2021-03-13,2021,Dan Ige,Gavin Tucker,1,Featherweight,main,168.0,168.0,0,0
401308994,600002541,UFC Fight Night: Edwards vs. Muhammad,2021-03-13,2021,Angela Hill,Ashley Yoder,1,Women's Strawweight,prelims1,168.0,168.0,0,0
401310595,600002541,UFC Fight Night: Edwards vs. Muhammad,2021-03-13,2021,Cortney Casey,JJ Aldrich,0,Women's Flyweight,prelims1,168.0,168.0,0,0
401310596,600002541,UFC Fight Night: Edwards vs. Muhammad,2021-03-13,2021,Nasrat Haqparast,Rafa Garcia,1,Lightweight,prelims1,168.0,168.0,0,0
401310597,600002541,UFC Fight Night: Edwards vs. Muhammad,2021-03-13,2021,Rani Yahya,Ray Rodriguez,1,Bantamweight,prelims1,168.0,168.0,0,0
401310598,600002541,UFC Fight Night: Edwards vs. Muhammad,2021-03-13,2021,Jonathan Martinez,Davey Grant,0,Bantamweight,main,168.0,168.0,0,0
401310599,600002541,UFC Fight Night: Edwards vs. Muhammad,2021-03-13,2021,Matthew Semelsberger,Jason Witt,1,Welterweight,prelims1,168.0,168.0,0,0
401299686,600003480,UFC Fight Night: Brunson vs. Holland,2021-03-20,2021,Derek Brunson,Kevin Holland,1,Middleweight,main,168.0,168.0,0,0
401307318,600003480,UFC Fight Night: Brunson vs. Holland,2021-03-20,2021,Song Kenan,Max Griffin,0,Welterweight,main,168.0,168.0,0,0
401307346,600003480,UFC Fight Night: Brunson vs. Holland,2021-03-20,2021,Marion Reneau,Macy Chiasson,0,Women's Bantamweight,prelims1,168.0,168.0,0,0
401311996,600003480,UFC Fight Night: Brunson vs. Holland,2021-03-20,2021,Adrian Yanez,Gustavo Lopez,1,Bantamweight,main,168.0,168.0,0,0
401311997,600003480,UFC Fight Night: Brunson vs. Holland,2021-03-20,2021,Cheyanne Vlismas,Montserrat Conejo Ruiz,0,Women's Strawweight,main,168.0,168.0,0,0
401311998,600003480,UFC Fight Night: Brunson vs. Holland,2021-03-20,2021,Leonardo Santos,Grant Dawson,0,Lightweight,prelims1,168.0,168.0,0,0
401311999,600003480,UFC Fight Night: Brunson vs. Holland,2021-03-20,2021,Trevin Giles,Roman Dolidze,1,Middleweight,prelims1,168.0,168.0,0,0
401312000,600003480,UFC Fight Night: Brunson vs. Holland,2021-03-20,2021,Montel Jackson,Jesse Strader,1,Bantamweight,prelims1,168.0,168.0,0,0
401312002,600003480,UFC Fight Night: Brunson vs. Holland,2021-03-20,2021,Bruno Silva,JP Buys,1,Flyweight,prelims1,168.0,168.0,0,0
401313153,600003480,UFC Fight Night: Brunson vs. Holland,2021-03-20,2021,Tai Tuivasa,Harry Hunsucker,1,Heavyweight,main,168.0,168.0,0,0
401280380,600002601,UFC 260: Miocic vs. Ngannou 2,2021-03-27,2021,Stipe Miocic,Francis Ngannou,0,Heavyweight,main,168.0,168.0,0,0
401302653,600002601,UFC 260: Miocic vs. Ngannou 2,2021-03-27,2021,Tyron Woodley,Vicente Luque,0,Welterweight,main,168.0,168.0,0,0
401302673,600002601,UFC 260: Miocic vs. Ngannou 2,2021-03-27,2021,Sean O'Malley,Thomas Almeida,1,Bantamweight,main,168.0,168.0,0,0
401302753,600002601,UFC 260: Miocic vs. Ngannou 2,2021-03-27,2021,Shane Young,Omar Morales,0,Featherweight,prelims1,168.0,168.0,0,0
401307319,600002601,UFC 260: Miocic vs. Ngannou 2,2021-03-27,2021,Jamie Mullarkey,Khama Worthy,1,Lightweight,main,168.0,168.0,0,0
401308061,600002601,UFC 260: Miocic vs. Ngannou 2,2021-03-27,2021,Gillian Robertson,Miranda Maverick,0,Women's Flyweight,main,168.0,168.0,0,0
401308062,600002601,UFC 260: Miocic vs. Ngannou 2,2021-03-27,2021,Marc-Andre Barriault,Abu Azaitar,1,Middleweight,prelims2,168.0,168.0,0,0
401308799,600002601,UFC 260: Miocic vs. Ngannou 2,2021-03-27,2021,Alonzo Menifield,Fabio Cherant,1,Light Heavyweight,prelims1,168.0,168.0,0,0
401311713,600002601,UFC 260: Miocic vs. Ngannou 2,2021-03-27,2021,Jared Gooden,Abubakar Nurmagomedov,0,Welterweight,prelims1,168.0,168.0,0,0
401311719,600002601,UFC 260: Miocic vs. Ngannou 2,2021-03-27,2021,Modestas Bukauskas,Michal Oleksiejczuk,0,Light Heavyweight,prelims1,168.0,168.0,0,0
401311714,600004560,UFC Fight Night: Vettori vs. Holland,2021-04-10,2021,Marvin Vettori,Kevin Holland,1,Middleweight,main,168.0,21.0,0,0
401311715,600004560,UFC Fight Night: Vettori vs. Holland,2021-04-10,2021,Luis Saldana,Jordan Griffin,1,Featherweight,prelims1,168.0,168.0,0,0
401311716,600004560,UFC Fight Night: Vettori vs. Holland,2021-04-10,2021,Arnold Allen,Sodiq Yusuff,1,Featherweight,main,168.0,168.0,0,0
401311717,600004560,UFC Fight Night: Vettori vs. Holland,2021-04-10,2021,John Makdessi,Ignacio Bahamondes,1,Lightweight,prelims1,168.0,168.0,0,0
401311976,600004560,UFC Fight Night: Vettori vs. Holland,2021-04-10,2021,Hunter Azure,Jack Shore,0,Bantamweight,prelims1,168.0,168.0,0,0
401312004,600004560,UFC Fight Night: Vettori vs. Holland,2021-04-10,2021,Nina Nunes,Mackenzie Dern,0,Women's Strawweight,main,168.0,168.0,0,0
401312006,600004560,UFC Fight Night: Vettori vs. Holland,2021-04-10,2021,Mike Perry,Daniel Rodriguez,0,Welterweight,main,168.0,168.0,0,0
401312008,600004560,UFC Fight Night: Vettori vs. Holland,2021-04-10,2021,Yorgan De Castro,Jarjis Danho,0,Heavyweight,prelims1,168.0,168.0,0,0
401312009,600004560,UFC Fight Night: Vettori vs. Holland,2021-04-10,2021,Da Woon Jung,William Knight,1,Light Heavyweight,prelims1,168.0,168.0,0,0
401312010,600004560,UFC Fight Night: Vettori vs. Holland,2021-04-10,2021,Jim Miller,Joe Solecki,0,Lightweight,prelims1,168.0,168.0,0,0
401312011,600004560,UFC Fight Night: Vettori vs. Holland,2021-04-10,2021,Impa Kasanganay,Sasha Palatnikov,1,Welterweight,prelims2,168.0,168.0,0,0
401312012,600004560,UFC Fight Night: Vettori vs. Holland,2021-04-10,2021,Scott Holtzman,Mateusz Gamrot,0,Lightweight,prelims1,168.0,168.0,0,0
401312093,600004560,UFC Fight Night: Vettori vs. Holland,2021-04-10,2021,Sam Alvey,Julian Marquez,0,Middleweight,main,168.0,55.0,0,0
401308807,600004180,UFC Fight Night: Whittaker vs. Gastelum,2021-04-17,2021,Robert Whittaker,Kelvin Gastelum,1,Middleweight,main,168.0,62.0,0,0
401314979,600004180,UFC Fight Night: Whittaker vs. Gastelum,2021-04-17,2021,Jessica Penne,Loopy Godínez,1,Women's Strawweight,prelims1,168.0,168.0,0,0
401317772,600004180,UFC Fight Night: Whittaker vs. Gastelum,2021-04-17,2021,Abdul Razak Alhassan,Jacob Malkoun,0,Middleweight,main,168.0,168.0,0,0
401319440,600004180,UFC Fight Night: Whittaker vs. Gastelum,2021-04-17,2021,Andrei Arlovski,Chase Sherman,1,Heavyweight,main,56.0,168.0,0,0
401319441,600004180,UFC Fight Night: Whittaker vs. Gastelum,2021-04-17,2021,Luis Pena,Alexander Munoz,1,Lightweight,main,168.0,168.0,0,0
401319443,600004180,UFC Fight Night: Whittaker vs. Gastelum,2021-04-17,2021,Tracy Cortez,Justine Kish,1,Women's Flyweight,main,168.0,168.0,0,0
401319444,600004180,UFC Fight Night: Whittaker vs. Gastelum,2021-04-17,2021,Alexandr Romanov,Juan Espino,1,Heavyweight,prelims1,168.0,168.0,0,0
401319445,600004180,UFC Fight Night: Whittaker vs. Gastelum,2021-04-17,2021,Bartosz Fabinski,Gerald Meerschaert,0,Middleweight,prelims1,168.0,168.0,0,0
401319446,600004180,UFC Fight Night: Whittaker vs. Gastelum,2021-04-17,2021,Tony Gravely,Anthony Birchak,1,Bantamweight,prelims1,168.0,168.0,0,0
401320796,600004180,UFC Fight Night: Whittaker vs. Gastelum,2021-04-17,2021,Austin Hubbard,Dakota Bush,1,Lightweight,prelims1,168.0,168.0,0,0
401310784,600004360,UFC 261: Usman vs. Masvidal 2,2021-04-24,2021,Alex Oliveira,Randy Brown,0,Welterweight,prelims1,168.0,168.0,0,0
401310785,600004360,UFC 261: Usman vs. Masvidal 2,2021-04-24,2021,Karl Roberson,Brendan Allen,0,Middleweight,prelims1,168.0,168.0,0,0
401310786,600004360,UFC 261: Usman vs. Masvidal 2,2021-04-24,2021,Zhang Weili,Rose Namajunas,0,Women's Strawweight,main,168.0,168.0,0,0
401310787,600004360,UFC 261: Usman vs. Masvidal 2,2021-04-24,2021,Valentina Shevchenko,Jessica Andrade,1,Women's Flyweight,main,168.0,168.0,0,0
401310788,600004360,UFC 261: Usman vs. Masvidal 2,2021-04-24,2021,Uriah Hall,Chris Weidman,1,Middleweight,main,168.0,168.0,0,0
401310789,600004360,UFC 261: Usman vs. Masvidal 2,2021-04-24,2021,Anthony Smith,Jimmy Crute,1,Light Heavyweight,main,168.0,168.0,0,0
401312701,600004360,UFC 261: Usman vs. Masvidal 2,2021-04-24,2021,Kamaru Usman,Jorge Masvidal,1,Welterweight,main,69.0,168.0,0,0
401315973,600004360,UFC 261: Usman vs. Masvidal 2,2021-04-24,2021,Batgerel Danaa,Kevin Natividad,1,Bantamweight,prelims2,168.0,168.0,0,0
401315974,600004360,UFC 261: Usman vs. Masvidal 2,2021-04-24,2021,Aoriqileng,Jeff Molina,0,Flyweight,prelims2,168.0,168.0,0,0
401315976,600004360,UFC 261: Usman vs. Masvidal 2,2021-04-24,2021,Kazula Vargas,Rongzhu,1,Lightweight,prelims2,168.0,168.0,0,0
401315977,600004360,UFC 261: Usman vs. Masvidal 2,2021-04-24,2021,Dwight Grant,Stefan Sekulic,1,Welterweight,prelims1,168.0,168.0,0,0
401315978,600004360,UFC 261: Usman vs. Masvidal 2,2021-04-24,2021,Liang Na,Ariane Carnelossi,0,Women's Strawweight,prelims2,168.0,168.0,0,0
401319213,600004360,UFC 261: Usman vs. Masvidal 2,2021-04-24,2021,Pat Sabatini,Tristan Connelly,1,Featherweight,prelims1,168.0,168.0,0,0
401314925,600004911,UFC Fight Night: Reyes vs. Prochazka,2021-05-01,2021,Dominick Reyes,Jiří Procházka,0,Light Heavyweight,main,168.0,168.0,0,0
401314927,600004911,UFC Fight Night: Reyes vs. Prochazka,2021-05-01,2021,Andreas Michailidis,KB Bhullar,1,Middleweight,prelims1,168.0,168.0,0,0
401314980,600004911,UFC Fight Night: Reyes vs. Prochazka,2021-05-01,2021,Randa Markos,Luana Pinheiro,0,Women's Strawweight,prelims1,168.0,168.0,0,0
401317526,600004911,UFC Fight Night: Reyes vs. Prochazka,2021-05-01,2021,Loma Lookboonmee,Sam Hughes,1,Women's Strawweight,prelims1,168.0,168.0,0,0
401322282,600004911,UFC Fight Night: Reyes vs. Prochazka,2021-05-01,2021,Giga Chikadze,Cub Swanson,1,Featherweight,main,168.0,168.0,0,0
401322284,600004911,UFC Fight Night: Reyes vs. Prochazka,2021-05-01,2021,Sean Strickland,Krzysztof Jotko,1,Middleweight,main,168.0,168.0,0,0
401322285,600004911,UFC Fight Night: Reyes vs. Prochazka,2021-05-01,2021,Merab Dvalishvili,Cody Stamann,1,Bantamweight,main,168.0,168.0,0,0
401322286,600004911,UFC Fight Night: Reyes vs. Prochazka,2021-05-01,2021,Poliana Botelho,Luana Carolina,0,Women's Flyweight,prelims1,168.0,168.0,0,0
401322288,600004911,UFC Fight Night: Reyes vs. Prochazka,2021-05-01,2021,Kai Kamaka III,TJ Brown,0,Featherweight,prelims1,168.0,168.0,0,0
401322473,600004911,UFC Fight Night: Reyes vs. Prochazka,2021-05-01,2021,Luke Sanders,Felipe Colares,0,Featherweight,prelims1,168.0,168.0,0,0
401313639,600004802,UFC Fight Night: Rodriguez vs. Waterson,2021-05-08,2021,JunYong Park,Tafon Nchukwi,1,Middleweight,prelims1,168.0,168.0,0,0
