date,home_team,away_team,ou_line,over_odds,under_odds,odds_line_type
2024-02-29,New York Yankees,Miami Marlins,8.5,-110,-110,currentLine_median
2024-02-29,Texas Rangers,Milwaukee Brewers,9.5,-116,-103,currentLine_median
2024-02-29,Toronto Blue Jays,Philadelphia Phillies,8.5,-120,100,currentLine_median
2024-03-01,Atlanta Braves,Baltimore Orioles,10.5,-115,-105,currentLine_median
2024-03-01,Chicago Cubs,Chicago White Sox,9.75,-111,-109,currentLine_median
2024-03-01,Cincinnati Reds,Arizona Diamondbacks,10.5,-110,-110,currentLine_median
2024-03-01,Colorado Rockies,Seattle Mariners,10.5,-105,-115,currentLine_median
2024-03-01,Kansas City Royals,Athletics,9.5,-115,-105,currentLine_median
2024-03-01,Minnesota Twins,Boston Red Sox,9.0,-115,-105,currentLine_median
2024-03-01,New York Yankees,Toronto Blue Jays,9.5,-110,-110,currentLine_median
2024-03-01,Pittsburgh Pirates,Tampa Bay Rays,10.5,-105,-115,currentLine_median
2024-03-01,San Francisco Giants,Texas Rangers,10.5,-105,-115,currentLine_median
2024-03-01,St. Louis Cardinals,New York Mets,9.0,-115,-105,currentLine_median
2024-03-01,Washington Nationals,Houston Astros,8.0,-115,-105,currentLine_median
2024-03-02,Baltimore Orioles,New York Yankees,8.5,-112,-107,currentLine_median
2024-03-02,Cleveland Guardians,Kansas City Royals,9.5,-104,-115,currentLine_median
2024-03-02,Colorado Rockies,Cincinnati Reds,12.5,-106,-114,currentLine_median
2024-03-02,Detroit Tigers,Pittsburgh Pirates,9.0,-110,-110,currentLine_median
2024-03-02,Houston Astros,St. Louis Cardinals,8.5,-105,-115,currentLine_median
2024-03-02,Los Angeles Angels,Arizona Diamondbacks,11.5,-123,102,currentLine_median
2024-03-02,Miami Marlins,New York Mets,8.5,-112,-107,currentLine_median
2024-03-02,Philadelphia Phillies,Minnesota Twins,9.0,-112,-107,currentLine_median
2024-03-02,Texas Rangers,Chicago White Sox,11.5,-109,-111,currentLine_median
2024-03-02,Toronto Blue Jays,Atlanta Braves,9.0,-110,-110,currentLine_median
2024-03-03,Arizona Diamondbacks,Milwaukee Brewers,13.0,-110,-110,currentLine_median
2024-03-03,Atlanta Braves,Philadelphia Phillies,9.0,-110,-110,currentLine_median
2024-03-03,Boston Red Sox,Toronto Blue Jays,9.5,-105,-115,currentLine_median
2024-03-03,Kansas City Royals,Cincinnati Reds,12.5,-115,-105,currentLine_median
2024-03-03,Los Angeles Angels,Chicago White Sox,12.5,-110,-110,currentLine_median
2024-03-03,Minnesota Twins,Tampa Bay Rays,9.5,-120,100,currentLine_median
2024-03-03,New York Mets,Houston Astros,8.5,-120,100,currentLine_median
2024-03-03,New York Yankees,Detroit Tigers,9.0,-115,-105,currentLine_median
2024-03-03,Pittsburgh Pirates,Baltimore Orioles,9.5,100,-120,currentLine_median
2024-03-03,San Diego Padres,Seattle Mariners,13.0,-110,-110,currentLine_median
2024-03-04,Cincinnati Reds,Athletics,11.5,-110,-110,currentLine_median
2024-03-04,Colorado Rockies,San Francisco Giants,11.5,-110,-110,currentLine_median
2024-03-04,Detroit Tigers,Boston Red Sox,8.25,-111,-108,currentLine_median
2024-03-04,Miami Marlins,New York Yankees,8.0,-115,-104,currentLine_median
2024-03-04,San Diego Padres,Chicago Cubs,12.5,-120,100,currentLine_median
2024-03-04,Toronto Blue Jays,Philadelphia Phillies,9.0,-115,-105,currentLine_median
2024-03-04,Washington Nationals,St. Louis Cardinals,9.0,-107,-112,currentLine_median
2024-03-05,Arizona Diamondbacks,San Diego Padres,10.0,-107,-112,currentLine_median
2024-03-05,Atlanta Braves,Detroit Tigers,7.5,102,-122,currentLine_median
2024-03-05,Boston Red Sox,Tampa Bay Rays,9.0,-110,-110,currentLine_median
2024-03-05,Houston Astros,Miami Marlins,9.0,-110,-110,currentLine_median
2024-03-05,Los Angeles Dodgers,Los Angeles Angels,10.25,-105,-115,currentLine_median
2024-03-05,New York Mets,New York Yankees,8.5,-112,-107,currentLine_median
2024-03-05,Philadelphia Phillies,Baltimore Orioles,8.5,-110,-112,currentLine_median
2024-03-05,Pittsburgh Pirates,Toronto Blue Jays,9.5,100,-121,currentLine_median
2024-03-05,San Francisco Giants,Milwaukee Brewers,10.0,-110,-110,currentLine_median
2024-03-06,Baltimore Orioles,Pittsburgh Pirates,10.0,-115,-105,currentLine_median
2024-03-06,Chicago White Sox,Los Angeles Dodgers,10.5,-110,-110,currentLine_median
2024-03-06,Kansas City Royals,Seattle Mariners,10.5,-111,-109,currentLine_median
2024-03-06,Minnesota Twins,Boston Red Sox,10.0,-110,-110,currentLine_median
2024-03-06,New York Yankees,Tampa Bay Rays,10.5,-112,-107,currentLine_median
2024-03-07,Chicago White Sox,Milwaukee Brewers,10.0,-115,-105,currentLine_median
2024-03-07,Cincinnati Reds,Chicago Cubs,11.0,-107,-112,currentLine_median
2024-03-07,New York Mets,Washington Nationals,9.0,-103,-116,currentLine_median
2024-03-07,Seattle Mariners,Los Angeles Angels,10.5,-107,-112,currentLine_median
2024-03-07,St. Louis Cardinals,Houston Astros,9.0,-110,-110,currentLine_median
2024-03-07,Tampa Bay Rays,Philadelphia Phillies,8.0,-110,-110,currentLine_median
2024-03-08,Baltimore Orioles,Detroit Tigers,9.0,-113,-106,currentLine_median
2024-03-08,Cleveland Guardians,Chicago White Sox,10.0,-105,-115,currentLine_median
2024-03-08,Philadelphia Phillies,Houston Astros,9.0,-112,-107,currentLine_median
2024-03-08,Texas Rangers,Kansas City Royals,10.5,-110,-110,currentLine_median
2024-03-08,Toronto Blue Jays,New York Yankees,8.0,100,-120,currentLine_median
2024-03-09,Atlanta Braves,Baltimore Orioles,11.5,-107,-112,currentLine_median
2024-03-09,Cleveland Guardians,Los Angeles Angels,11.5,-109,-110,currentLine_median
2024-03-09,Detroit Tigers,Pittsburgh Pirates,12.5,-110,-110,currentLine_median
2024-03-09,Los Angeles Dodgers,Texas Rangers,11.5,-105,-115,currentLine_median
2024-03-09,Minnesota Twins,New York Yankees,13.0,-115,-105,currentLine_median
2024-03-09,Philadelphia Phillies,Toronto Blue Jays,14.5,-112,-107,currentLine_median
2024-03-09,San Diego Padres,Chicago White Sox,12.5,-110,-110,currentLine_median
2024-03-09,St. Louis Cardinals,New York Mets,11.5,-107,-112,currentLine_median
2024-03-10,Athletics,Kansas City Royals,10.0,-115,-105,currentLine_median
2024-03-10,Boston Red Sox,Tampa Bay Rays,8.5,-102,-118,currentLine_median
2024-03-10,Colorado Rockies,Milwaukee Brewers,11.5,-110,-110,currentLine_median
2024-03-10,Los Angeles Angels,San Diego Padres,10.0,-107,-112,currentLine_median
2024-03-10,Los Angeles Dodgers,Arizona Diamondbacks,11.0,-115,-105,currentLine_median
2024-03-10,Minnesota Twins,Washington Nationals,8.5,105,-125,currentLine_median
2024-03-10,New York Mets,Detroit Tigers,9.0,-110,-110,currentLine_median
2024-03-10,New York Yankees,Atlanta Braves,8.0,-107,-112,currentLine_median
2024-03-10,Texas Rangers,Chicago Cubs,11.5,-110,-110,currentLine_median
2024-03-11,Arizona Diamondbacks,Athletics,11.0,-110,-110,currentLine_median
2024-03-11,Atlanta Braves,Minnesota Twins,8.0,-105,-115,currentLine_median
2024-03-11,Chicago White Sox,Colorado Rockies,10.5,-107,-112,currentLine_median
2024-03-11,Cleveland Guardians,Los Angeles Dodgers,10.0,-110,-110,currentLine_median
2024-03-11,Houston Astros,Detroit Tigers,7.5,-115,-105,currentLine_median
2024-03-11,Los Angeles Angels,Texas Rangers,10.5,-115,-105,currentLine_median
2024-03-11,New York Mets,Miami Marlins,8.0,-107,-112,currentLine_median
2024-03-11,Seattle Mariners,San Diego Padres,11.5,-110,-110,currentLine_median
2024-03-11,Tampa Bay Rays,Toronto Blue Jays,7.5,-110,-110,currentLine_median
2024-03-12,Athletics,Seattle Mariners,10.5,-105,-115,currentLine_median
2024-03-12,Boston Red Sox,St. Louis Cardinals,8.0,-110,-110,currentLine_median
2024-03-12,Chicago Cubs,Milwaukee Brewers,10.5,-115,-105,currentLine_median
2024-03-12,Cincinnati Reds,Chicago White Sox,10.5,-105,-115,currentLine_median
2024-03-12,Colorado Rockies,Kansas City Royals,10.0,-115,-105,currentLine_median
2024-03-12,Detroit Tigers,Minnesota Twins,7.0,-120,100,currentLine_median
2024-03-12,Los Angeles Dodgers,San Francisco Giants,11.5,-115,-105,currentLine_median
2024-03-12,Pittsburgh Pirates,Atlanta Braves,8.5,-120,100,currentLine_median
2024-03-12,San Diego Padres,Arizona Diamondbacks,10.0,-110,-110,currentLine_median
2024-03-12,Texas Rangers,Cleveland Guardians,10.0,-110,-110,currentLine_median
2024-03-12,Washington Nationals,New York Mets,7.5,-115,-105,currentLine_median
2024-03-13,Baltimore Orioles,Atlanta Braves,9.0,-110,-110,currentLine_median
2024-03-13,Cleveland Guardians,Chicago Cubs,11.5,-115,-105,currentLine_median
2024-03-13,Kansas City Royals,Los Angeles Angels,11.5,-115,-105,currentLine_median
2024-03-13,Los Angeles Dodgers,Seattle Mariners,13.0,-109,-111,currentLine_median
2024-03-13,Miami Marlins,Washington Nationals,7.5,-115,-105,currentLine_median
2024-03-13,Milwaukee Brewers,Chicago White Sox,12.5,-115,-105,currentLine_median
2024-03-13,New York Mets,Houston Astros,7.5,-105,-115,currentLine_median
2024-03-13,New York Yankees,Boston Red Sox,9.5,-107,-112,currentLine_median
2024-03-13,Philadelphia Phillies,Detroit Tigers,9.0,-110,-110,currentLine_median
2024-03-13,San Diego Padres,Athletics,12.5,-115,-105,currentLine_median
2024-03-13,San Francisco Giants,Cincinnati Reds,12.25,-110,-110,currentLine_median
2024-03-13,Toronto Blue Jays,Pittsburgh Pirates,9.0,-114,-106,currentLine_median
2024-03-14,Arizona Diamondbacks,Kansas City Royals,11.0,-110,-110,currentLine_median
2024-03-14,Atlanta Braves,Tampa Bay Rays,7.5,-115,-105,currentLine_median
2024-03-14,Chicago Cubs,Athletics,10.5,-105,-115,currentLine_median
2024-03-14,Chicago White Sox,Los Angeles Angels,10.0,-110,-110,currentLine_median
2024-03-14,Cleveland Guardians,Colorado Rockies,9.5,-106,-114,currentLine_median
2024-03-14,Detroit Tigers,New York Yankees,7.5,-104,-115,currentLine_median
2024-03-14,Minnesota Twins,Toronto Blue Jays,8.0,-115,-105,currentLine_median
2024-03-14,Philadelphia Phillies,Boston Red Sox,9.0,-105,-115,currentLine_median
2024-03-14,Pittsburgh Pirates,Baltimore Orioles,9.0,-105,-115,currentLine_median
2024-03-14,Seattle Mariners,Milwaukee Brewers,10.5,-110,-110,currentLine_median
2024-03-14,St. Louis Cardinals,New York Mets,8.5,-115,-104,currentLine_median
2024-03-14,Texas Rangers,Cincinnati Reds,11.0,-105,-115,currentLine_median
2024-03-15,Boston Red Sox,Minnesota Twins,8.5,-120,100,currentLine_median
2024-03-15,Chicago White Sox,Chicago Cubs,10.5,-110,-110,currentLine_median
2024-03-15,Houston Astros,Philadelphia Phillies,8.0,100,-120,currentLine_median
2024-03-15,New York Mets,Washington Nationals,8.5,-110,-110,currentLine_median
2024-03-15,New York Yankees,Pittsburgh Pirates,10.5,-110,-110,currentLine_median
2024-03-15,St. Louis Cardinals,Miami Marlins,8.5,-120,100,currentLine_median
2024-03-15,Tampa Bay Rays,Baltimore Orioles,8.5,-110,-110,currentLine_median
2024-03-16,Baltimore Orioles,Boston Red Sox,9.0,-105,-115,currentLine_median
2024-03-16,Houston Astros,New York Mets,9.0,-120,100,currentLine_median
2024-03-16,Miami Marlins,Philadelphia Phillies,8.0,-115,-105,currentLine_median
2024-03-16,Minnesota Twins,Tampa Bay Rays,8.5,-120,100,currentLine_median
2024-03-16,New York Yankees,Toronto Blue Jays,11.0,-122,102,currentLine_median
2024-03-17,Athletics,Chicago White Sox,11.0,-105,-115,currentLine_median
2024-03-17,Chicago Cubs,Texas Rangers,12.0,-105,-115,currentLine_median
2024-03-17,Cleveland Guardians,Cincinnati Reds,10.5,-112,-107,currentLine_median
2024-03-17,Kansas City Royals,Milwaukee Brewers,10.0,-110,-110,currentLine_median
2024-03-17,Pittsburgh Pirates,Tampa Bay Rays,10.5,-110,-110,currentLine_median
2024-03-17,San Francisco Giants,Colorado Rockies,10.5,-112,-110,currentLine_median
2024-03-17,St. Louis Cardinals,Houston Astros,11.0,-105,-115,currentLine_median
2024-03-18,Arizona Diamondbacks,Athletics,9.5,-110,-110,currentLine_median
2024-03-18,Cincinnati Reds,San Francisco Giants,10.5,-115,-105,currentLine_median
2024-03-18,Tampa Bay Rays,Atlanta Braves,13.0,-107,-112,currentLine_median
2024-03-18,Texas Rangers,Seattle Mariners,9.0,-115,-105,currentLine_median
2024-03-19,Boston Red Sox,Tampa Bay Rays,7.5,-112,-107,currentLine_median
2024-03-19,Chicago Cubs,Arizona Diamondbacks,10.0,-115,-105,currentLine_median
2024-03-19,Detroit Tigers,Philadelphia Phillies,7.5,-110,-110,currentLine_median
2024-03-19,Los Angeles Angels,Cincinnati Reds,9.5,-115,-105,currentLine_median
2024-03-19,San Francisco Giants,Kansas City Royals,10.0,100,-120,currentLine_median
2024-03-19,Texas Rangers,Athletics,11.75,-110,-110,currentLine_median
2024-03-19,Toronto Blue Jays,Baltimore Orioles,8.25,-110,-110,currentLine_median
2024-03-20,Arizona Diamondbacks,Colorado Rockies,12.5,-110,-110,currentLine_median
2024-03-20,Baltimore Orioles,Philadelphia Phillies,11.0,-110,-110,currentLine_median
2024-03-20,Miami Marlins,New York Mets,8.0,-110,-110,currentLine_median
2024-03-20,Minnesota Twins,Detroit Tigers,7.0,-106,-113,currentLine_median
2024-03-20,New York Yankees,Pittsburgh Pirates,9.0,-115,-105,currentLine_median
2024-03-20,San Diego Padres,Los Angeles Dodgers,8.5,-122,-105,currentLine_median
2024-03-21,Atlanta Braves,New York Yankees,8.5,-115,-105,currentLine_median
2024-03-21,Boston Red Sox,Baltimore Orioles,11.5,-110,-110,currentLine_median
2024-03-21,Colorado Rockies,Chicago Cubs,13.0,-115,-105,currentLine_median
2024-03-21,Detroit Tigers,New York Mets,8.5,-120,100,currentLine_median
2024-03-21,Los Angeles Dodgers,San Diego Padres,8.5,-120,100,currentLine_median
2024-03-21,Milwaukee Brewers,San Francisco Giants,11.0,-105,-115,currentLine_median
2024-03-21,Philadelphia Phillies,Tampa Bay Rays,8.0,-103,-116,currentLine_median
2024-03-21,Pittsburgh Pirates,Toronto Blue Jays,8.5,-120,100,currentLine_median
2024-03-21,Seattle Mariners,Cincinnati Reds,11.5,-110,-110,currentLine_median
2024-03-21,St. Louis Cardinals,Houston Astros,9.5,-115,-105,currentLine_median
2024-03-21,Washington Nationals,Minnesota Twins,8.5,-107,-112,currentLine_median
2024-03-22,New York Yankees,New York Mets,9.5,-110,-110,currentLine_median
2024-03-22,Philadelphia Phillies,Detroit Tigers,7.5,-110,-110,currentLine_median
2024-03-22,Toronto Blue Jays,Boston Red Sox,7.0,100,-120,currentLine_median
2024-03-23,Athletics,Los Angeles Angels,10.5,-115,-105,currentLine_median
2024-03-23,Chicago Cubs,Milwaukee Brewers,12.0,-110,-110,currentLine_median
2024-03-23,Chicago White Sox,Seattle Mariners,9.5,-115,-105,currentLine_median
2024-03-23,Cincinnati Reds,Colorado Rockies,13.5,-110,-110,currentLine_median
2024-03-23,Kansas City Royals,Texas Rangers,12.5,-115,-105,currentLine_median
2024-03-23,New York Mets,Houston Astros,9.5,-110,-110,currentLine_median
2024-03-24,Boston Red Sox,Atlanta Braves,7.5,-103,-116,currentLine_median
2024-03-24,Cincinnati Reds,Cleveland Guardians,14.5,-110,-110,currentLine_median
2024-03-24,Colorado Rockies,Chicago White Sox,14.0,-110,-110,currentLine_median
2024-03-24,Detroit Tigers,Tampa Bay Rays,6.5,-110,-110,currentLine_median
2024-03-24,Los Angeles Dodgers,Los Angeles Angels,9.5,100,-120,currentLine_median
2024-03-24,Milwaukee Brewers,Arizona Diamondbacks,14.0,-110,-110,currentLine_median
2024-03-24,Minnesota Twins,Baltimore Orioles,7.0,103,-123,currentLine_median
2024-03-24,Seattle Mariners,Chicago Cubs,13.5,-115,-105,currentLine_median
2024-03-25,Arizona Diamondbacks,Cleveland Guardians,9.0,-110,-110,currentLine_median
2024-03-25,Athletics,San Francisco Giants,8.0,100,-120,currentLine_median
2024-03-25,Atlanta Braves,Minnesota Twins,7.0,-110,-110,currentLine_median
2024-03-25,Chicago Cubs,St. Louis Cardinals,12.75,-110,-110,currentLine_median
2024-03-25,Los Angeles Dodgers,Los Angeles Angels,9.0,-120,100,currentLine_median
2024-03-25,Milwaukee Brewers,Colorado Rockies,13.5,-105,-115,currentLine_median
2024-03-25,Pittsburgh Pirates,Toronto Blue Jays,7.0,100,-120,currentLine_median
2024-03-25,San Diego Padres,Seattle Mariners,7.5,-110,-110,currentLine_median
2024-03-25,Texas Rangers,Boston Red Sox,9.5,-110,-110,currentLine_median
2024-03-26,Arizona Diamondbacks,Cleveland Guardians,7.5,100,-120,currentLine_median
2024-03-26,Chicago Cubs,St. Louis Cardinals,11.5,-105,-115,currentLine_median
2024-03-26,Colorado Rockies,Milwaukee Brewers,10.0,-110,-110,currentLine_median
2024-03-26,Los Angeles Angels,Los Angeles Dodgers,9.0,-110,-110,currentLine_median
2024-03-26,San Diego Padres,Seattle Mariners,8.0,-115,-105,currentLine_median
2024-03-26,San Francisco Giants,Athletics,7.5,-110,-110,currentLine_median
2024-03-26,Tampa Bay Rays,Detroit Tigers,8.0,-115,-105,currentLine_median
2024-03-26,Texas Rangers,Boston Red Sox,9.5,-106,-113,currentLine_median
2024-03-28,Arizona Diamondbacks,Colorado Rockies,8.5,-111,-110,currentLine_median
2024-03-28,Baltimore Orioles,Los Angeles Angels,7.5,-110,-110,currentLine_median
2024-03-28,Chicago White Sox,Detroit Tigers,7.5,-115,-105,currentLine_median
2024-03-28,Cincinnati Reds,Washington Nationals,9.0,-110,-110,currentLine_median
2024-03-28,Houston Astros,New York Yankees,8.5,-120,100,currentLine_median
2024-03-28,Kansas City Royals,Minnesota Twins,8.0,-119,-102,currentLine_median
2024-03-28,Los Angeles Dodgers,St. Louis Cardinals,8.5,-120,100,currentLine_median
2024-03-28,Miami Marlins,Pittsburgh Pirates,7.5,-106,-113,currentLine_median
2024-03-28,San Diego Padres,San Francisco Giants,7.5,-110,-110,currentLine_median
2024-03-28,Seattle Mariners,Boston Red Sox,7.5,-103,-117,currentLine_median
2024-03-28,Tampa Bay Rays,Toronto Blue Jays,7.5,-115,-105,currentLine_median
2024-03-29,New York Mets,Milwaukee Brewers,7.5,-105,-115,currentLine_median
2024-03-30,Arizona Diamondbacks,Colorado Rockies,9.5,-110,-110,currentLine_median
2024-03-30,Athletics,Cleveland Guardians,7.5,102,-122,currentLine_median
2024-03-30,Baltimore Orioles,Los Angeles Angels,8.5,-111,-109,currentLine_median
2024-03-30,Cincinnati Reds,Washington Nationals,10.5,-111,-109,currentLine_median
2024-03-30,Houston Astros,New York Yankees,9.0,-107,-112,currentLine_median
2024-03-30,Kansas City Royals,Minnesota Twins,8.0,-112,-107,currentLine_median
2024-03-30,Los Angeles Dodgers,St. Louis Cardinals,8.5,-107,-112,currentLine_median
2024-03-30,New York Mets,Milwaukee Brewers,7.5,-110,-110,currentLine_median
2024-03-30,Philadelphia Phillies,Atlanta Braves,8.0,-120,-105,currentLine_median
2024-03-30,Seattle Mariners,Boston Red Sox,7.0,-120,-102,currentLine_median
2024-03-30,Tampa Bay Rays,Toronto Blue Jays,8.25,-110,-110,currentLine_median
2024-03-30,Texas Rangers,Chicago Cubs,9.5,-110,-110,currentLine_median
2024-03-31,Arizona Diamondbacks,Colorado Rockies,9.0,-110,-110,currentLine_median
2024-03-31,Athletics,Cleveland Guardians,8.5,-110,-110,currentLine_median
2024-03-31,Baltimore Orioles,Los Angeles Angels,8.5,-116,-103,currentLine_median
2024-03-31,Chicago White Sox,Detroit Tigers,7.75,-110,-110,currentLine_median
2024-03-31,Cincinnati Reds,Washington Nationals,9.5,-108,-112,currentLine_median
2024-03-31,Houston Astros,New York Yankees,9.5,-112,-107,currentLine_median
2024-03-31,Kansas City Royals,Minnesota Twins,9.0,-116,-103,currentLine_median
2024-03-31,Miami Marlins,Pittsburgh Pirates,8.5,-107,-113,currentLine_median
2024-03-31,New York Mets,Milwaukee Brewers,8.0,-110,-110,currentLine_median
2024-03-31,Philadelphia Phillies,Atlanta Braves,8.0,-105,-115,currentLine_median
2024-03-31,San Diego Padres,San Francisco Giants,8.5,-120,100,currentLine_median
2024-03-31,Seattle Mariners,Boston Red Sox,7.5,-112,-108,currentLine_median
2024-03-31,Tampa Bay Rays,Toronto Blue Jays,8.0,-115,-105,currentLine_median
2024-03-31,Texas Rangers,Chicago Cubs,9.0,-115,-105,currentLine_median
2024-04-01,Arizona Diamondbacks,New York Yankees,9.5,-115,-105,currentLine_median
2024-04-01,Athletics,Boston Red Sox,8.5,-107,-112,currentLine_median
2024-04-01,Chicago White Sox,Atlanta Braves,9.0,-107,-115,currentLine_median
2024-04-01,Houston Astros,Toronto Blue Jays,9.0,-115,-105,currentLine_median
2024-04-01,Los Angeles Dodgers,San Francisco Giants,8.5,-110,-111,currentLine_median
2024-04-01,New York Mets,Detroit Tigers,7.5,100,-121,currentLine_median
2024-04-01,Philadelphia Phillies,Cincinnati Reds,8.0,-115,-106,currentLine_median
2024-04-01,San Diego Padres,St. Louis Cardinals,8.0,-110,-110,currentLine_median
2024-04-01,Seattle Mariners,Cleveland Guardians,8.0,-107,-113,currentLine_median
2024-04-01,Tampa Bay Rays,Texas Rangers,8.5,-109,-111,currentLine_median
2024-04-01,Washington Nationals,Pittsburgh Pirates,8.5,-106,-113,currentLine_median
2024-04-02,Arizona Diamondbacks,New York Yankees,9.0,-106,-115,currentLine_median
2024-04-02,Athletics,Boston Red Sox,8.5,-105,-116,currentLine_median
2024-04-02,Baltimore Orioles,Kansas City Royals,8.5,-106,-113,currentLine_median
2024-04-02,Chicago Cubs,Colorado Rockies,8.5,-110,-110,currentLine_median
2024-04-02,Chicago White Sox,Atlanta Braves,9.0,-105,-115,currentLine_median
2024-04-02,Houston Astros,Toronto Blue Jays,8.5,-111,-110,currentLine_median
2024-04-02,Los Angeles Dodgers,San Francisco Giants,8.5,-110,-113,currentLine_median
2024-04-02,Miami Marlins,Los Angeles Angels,9.0,-105,-115,currentLine_median
