date,home_team,away_team,home_ml,away_ml,odds_line_type
2025-07-26,Pittsburgh Pirates,Arizona Diamondbacks,122,-147,currentLine_median
2025-07-26,San Francisco Giants,New York Mets,-111,-109,currentLine_median
2025-07-26,St. Louis Cardinals,San Diego Padres,-143,116,currentLine_median
2025-07-26,Texas Rangers,Atlanta Braves,-110,-112,currentLine_median
2025-07-27,Baltimore Orioles,Colorado Rockies,-210,175,currentLine_median
2025-07-27,Boston Red Sox,Los Angeles Dodgers,-106,-115,currentLine_median
2025-07-27,Chicago White Sox,Chicago Cubs,147,-176,currentLine_median
2025-07-27,Cincinnati Reds,Tampa Bay Rays,-110,-110,currentLine_median
2025-07-27,Detroit Tigers,Toronto Blue Jays,-116,-103,currentLine_median
2025-07-27,Houston Astros,Athletics,-143,120,currentLine_median
2025-07-27,Kansas City Royals,Cleveland Guardians,-133,109,currentLine_median
2025-07-27,Los Angeles Angels,Seattle Mariners,149,-178,currentLine_median
2025-07-27,Milwaukee Brewers,Miami Marlins,-148,117,currentLine_median
2025-07-27,Minnesota Twins,Washington Nationals,-172,144,currentLine_median
2025-07-27,New York Yankees,Philadelphia Phillies,114,-135,currentLine_median
2025-07-27,Pittsburgh Pirates,Arizona Diamondbacks,-150,125,currentLine_median
2025-07-27,San Francisco Giants,New York Mets,108,-128,currentLine_median
2025-07-27,Texas Rangers,Atlanta Braves,-122,100,currentLine_median
2025-07-28,Athletics,Seattle Mariners,108,-128,currentLine_median
2025-07-28,Baltimore Orioles,Toronto Blue Jays,-102,-118,currentLine_median
2025-07-28,Chicago White Sox,Philadelphia Phillies,193,-234,currentLine_median
2025-07-28,Cincinnati Reds,Los Angeles Dodgers,125,-150,currentLine_median
2025-07-28,Cleveland Guardians,Colorado Rockies,-284,229,currentLine_median
2025-07-28,Detroit Tigers,Arizona Diamondbacks,-144,115,currentLine_median
2025-07-28,Houston Astros,Washington Nationals,-257,210,currentLine_median
2025-07-28,Kansas City Royals,Atlanta Braves,128,-156,currentLine_median
2025-07-28,Los Angeles Angels,Texas Rangers,180,-222,currentLine_median
2025-07-28,Milwaukee Brewers,Chicago Cubs,-105,-115,currentLine_median
2025-07-28,Minnesota Twins,Boston Red Sox,-110,-110,currentLine_median
2025-07-28,New York Yankees,Tampa Bay Rays,-130,109,currentLine_median
2025-07-28,San Diego Padres,New York Mets,-130,109,currentLine_median
2025-07-28,San Francisco Giants,Pittsburgh Pirates,-135,115,currentLine_median
2025-07-28,St. Louis Cardinals,Miami Marlins,-120,101,currentLine_median
2025-07-29,Athletics,Seattle Mariners,-109,-110,currentLine_median
2025-07-29,Baltimore Orioles,Toronto Blue Jays,105,-125,currentLine_median
2025-07-29,Chicago White Sox,Philadelphia Phillies,150,-182,currentLine_median
2025-07-29,Cincinnati Reds,Los Angeles Dodgers,119,-152,currentLine_median
2025-07-29,Cleveland Guardians,Colorado Rockies,-197,163,currentLine_median
2025-07-29,Detroit Tigers,Arizona Diamondbacks,-160,134,currentLine_median
2025-07-29,Houston Astros,Washington Nationals,-122,103,currentLine_median
2025-07-29,Kansas City Royals,Atlanta Braves,-127,107,currentLine_median
2025-07-29,Los Angeles Angels,Texas Rangers,-135,114,currentLine_median
2025-07-29,Milwaukee Brewers,Chicago Cubs,-130,109,currentLine_median
2025-07-29,Minnesota Twins,Boston Red Sox,105,-126,currentLine_median
2025-07-29,New York Yankees,Tampa Bay Rays,-189,146,currentLine_median
2025-07-29,San Francisco Giants,Pittsburgh Pirates,-170,144,currentLine_median
2025-07-29,St. Louis Cardinals,Miami Marlins,-159,130,currentLine_median
2025-07-30,Athletics,Seattle Mariners,125,-150,currentLine_median
2025-07-30,Chicago White Sox,Philadelphia Phillies,115,-136,currentLine_median
2025-07-30,Cincinnati Reds,Los Angeles Dodgers,136,-165,currentLine_median
2025-07-30,Cleveland Guardians,Colorado Rockies,-179,149,currentLine_median
2025-07-30,Detroit Tigers,Arizona Diamondbacks,-130,110,currentLine_median
2025-07-30,Houston Astros,Washington Nationals,-110,-109,currentLine_median
2025-07-30,Kansas City Royals,Atlanta Braves,-123,100,currentLine_median
2025-07-30,Los Angeles Angels,Texas Rangers,109,-130,currentLine_median
2025-07-30,Milwaukee Brewers,Chicago Cubs,-125,105,currentLine_median
2025-07-30,Minnesota Twins,Boston Red Sox,-120,101,currentLine_median
2025-07-30,New York Yankees,Tampa Bay Rays,-140,119,currentLine_median
2025-07-30,San Diego Padres,New York Mets,-119,100,currentLine_median
2025-07-30,San Francisco Giants,Pittsburgh Pirates,-205,170,currentLine_median
2025-07-30,St. Louis Cardinals,Miami Marlins,-136,115,currentLine_median
2025-07-31,New York Yankees,Tampa Bay Rays,105,-125,currentLine_median
2025-07-31,Seattle Mariners,Texas Rangers,-173,144,currentLine_median
2025-08-01,Athletics,Arizona Diamondbacks,-126,106,currentLine_median
2025-08-01,Boston Red Sox,Houston Astros,105,-125,currentLine_median
2025-08-01,Chicago Cubs,Baltimore Orioles,-154,130,currentLine_median
2025-08-01,Cincinnati Reds,Atlanta Braves,-156,123,currentLine_median
2025-08-01,Cleveland Guardians,Minnesota Twins,-144,115,currentLine_median
2025-08-01,Colorado Rockies,Pittsburgh Pirates,117,-139,currentLine_median
2025-08-01,Los Angeles Angels,Chicago White Sox,-160,128,currentLine_median
2025-08-01,Miami Marlins,New York Yankees,130,-158,currentLine_median
2025-08-01,New York Mets,San Francisco Giants,-149,123,currentLine_median
2025-08-01,Philadelphia Phillies,Detroit Tigers,-153,128,currentLine_median
2025-08-01,San Diego Padres,St. Louis Cardinals,-222,172,currentLine_median
2025-08-01,Seattle Mariners,Texas Rangers,-199,163,currentLine_median
2025-08-01,Tampa Bay Rays,Los Angeles Dodgers,-103,-116,currentLine_median
2025-08-01,Toronto Blue Jays,Kansas City Royals,-157,130,currentLine_median
2025-08-01,Washington Nationals,Milwaukee Brewers,130,-155,currentLine_median
2025-08-02,Athletics,Arizona Diamondbacks,-125,105,currentLine_median
2025-08-02,Boston Red Sox,Houston Astros,-142,115,currentLine_median
2025-08-02,Chicago Cubs,Baltimore Orioles,-283,212,currentLine_median
2025-08-02,Cleveland Guardians,Minnesota Twins,-158,132,currentLine_median
2025-08-02,Colorado Rockies,Pittsburgh Pirates,197,-242,currentLine_median
2025-08-02,Los Angeles Angels,Chicago White Sox,-135,115,currentLine_median
2025-08-02,Miami Marlins,New York Yankees,-120,-104,currentLine_median
2025-08-02,New York Mets,San Francisco Giants,-200,161,currentLine_median
2025-08-02,Philadelphia Phillies,Detroit Tigers,-115,-109,currentLine_median
2025-08-02,San Diego Padres,St. Louis Cardinals,-176,141,currentLine_median
2025-08-02,Seattle Mariners,Texas Rangers,-137,112,currentLine_median
2025-08-02,Tampa Bay Rays,Los Angeles Dodgers,101,-121,currentLine_median
2025-08-02,Toronto Blue Jays,Kansas City Royals,-143,116,currentLine_median
2025-08-02,Washington Nationals,Milwaukee Brewers,156,-189,currentLine_median
2025-08-03,Athletics,Arizona Diamondbacks,-130,106,currentLine_median
2025-08-03,Boston Red Sox,Houston Astros,109,-130,currentLine_median
2025-08-03,Chicago Cubs,Baltimore Orioles,-190,155,currentLine_median
2025-08-03,Cincinnati Reds,Atlanta Braves,-120,100,currentLine_median
2025-08-03,Colorado Rockies,Pittsburgh Pirates,130,-155,currentLine_median
2025-08-03,Los Angeles Angels,Chicago White Sox,-135,114,currentLine_median
2025-08-03,Miami Marlins,New York Yankees,100,-120,currentLine_median
2025-08-03,New York Mets,San Francisco Giants,-164,136,currentLine_median
2025-08-03,Philadelphia Phillies,Detroit Tigers,-187,153,currentLine_median
2025-08-03,San Diego Padres,St. Louis Cardinals,-200,165,currentLine_median
2025-08-03,Seattle Mariners,Texas Rangers,119,-141,currentLine_median
2025-08-03,Tampa Bay Rays,Los Angeles Dodgers,135,-161,currentLine_median
2025-08-03,Toronto Blue Jays,Kansas City Royals,-171,135,currentLine_median
2025-08-03,Washington Nationals,Milwaukee Brewers,117,-147,currentLine_median
2025-08-04,Arizona Diamondbacks,San Diego Padres,110,-130,currentLine_median
2025-08-04,Atlanta Braves,Milwaukee Brewers,115,-136,currentLine_median
2025-08-04,Boston Red Sox,Kansas City Royals,-165,132,currentLine_median
2025-08-04,Chicago Cubs,Cincinnati Reds,-152,123,currentLine_median
2025-08-04,Colorado Rockies,Toronto Blue Jays,180,-223,currentLine_median
2025-08-04,Detroit Tigers,Minnesota Twins,-189,154,currentLine_median
2025-08-04,Los Angeles Angels,Tampa Bay Rays,-121,-102,currentLine_median
2025-08-04,Los Angeles Dodgers,St. Louis Cardinals,-177,147,currentLine_median
2025-08-04,Miami Marlins,Houston Astros,-133,112,currentLine_median
2025-08-04,New York Mets,Cleveland Guardians,-204,165,currentLine_median
2025-08-04,Philadelphia Phillies,Baltimore Orioles,-203,166,currentLine_median
2025-08-04,Pittsburgh Pirates,San Francisco Giants,105,-128,currentLine_median
2025-08-04,Texas Rangers,New York Yankees,115,-139,currentLine_median
2025-08-05,Atlanta Braves,Milwaukee Brewers,123,-149,currentLine_median
2025-08-05,Boston Red Sox,Kansas City Royals,-244,190,currentLine_median
2025-08-05,Chicago Cubs,Cincinnati Reds,-187,154,currentLine_median
2025-08-05,Colorado Rockies,Toronto Blue Jays,189,-234,currentLine_median
2025-08-05,Detroit Tigers,Minnesota Twins,-144,121,currentLine_median
2025-08-05,Los Angeles Angels,Tampa Bay Rays,-130,105,currentLine_median
2025-08-05,Los Angeles Dodgers,St. Louis Cardinals,-182,150,currentLine_median
2025-08-05,Miami Marlins,Houston Astros,-105,-115,currentLine_median
2025-08-05,New York Mets,Cleveland Guardians,-161,135,currentLine_median
2025-08-05,Philadelphia Phillies,Baltimore Orioles,-142,120,currentLine_median
2025-08-05,Pittsburgh Pirates,San Francisco Giants,113,-140,currentLine_median
2025-08-05,Seattle Mariners,Chicago White Sox,-250,205,currentLine_median
2025-08-05,Texas Rangers,New York Yankees,-125,106,currentLine_median
2025-08-05,Washington Nationals,Athletics,-134,113,currentLine_median
2025-08-06,Arizona Diamondbacks,San Diego Padres,112,-135,currentLine_median
2025-08-06,Atlanta Braves,Milwaukee Brewers,-130,110,currentLine_median
2025-08-06,Boston Red Sox,Kansas City Royals,-140,118,currentLine_median
2025-08-06,Chicago Cubs,Cincinnati Reds,-133,112,currentLine_median
2025-08-06,Colorado Rockies,Toronto Blue Jays,235,-313,currentLine_median
2025-08-06,Detroit Tigers,Minnesota Twins,-205,168,currentLine_median
2025-08-06,Los Angeles Angels,Tampa Bay Rays,101,-120,currentLine_median
2025-08-06,Los Angeles Dodgers,St. Louis Cardinals,-220,180,currentLine_median
2025-08-06,Miami Marlins,Houston Astros,-115,-105,currentLine_median
2025-08-06,New York Mets,Cleveland Guardians,-193,150,currentLine_median
2025-08-06,Philadelphia Phillies,Baltimore Orioles,-188,147,currentLine_median
2025-08-06,Pittsburgh Pirates,San Francisco Giants,125,-152,currentLine_median
2025-08-06,Seattle Mariners,Chicago White Sox,-274,220,currentLine_median
2025-08-06,Texas Rangers,New York Yankees,110,-130,currentLine_median
2025-08-06,Washington Nationals,Athletics,121,-147,currentLine_median
2025-08-07,Atlanta Braves,Miami Marlins,118,-139,currentLine_median
2025-08-07,Pittsburgh Pirates,Cincinnati Reds,-166,140,currentLine_median
2025-08-07,Seattle Mariners,Chicago White Sox,-295,236,currentLine_median
2025-08-07,Washington Nationals,Athletics,126,-150,currentLine_median
2025-08-08,Arizona Diamondbacks,Colorado Rockies,-221,180,currentLine_median
2025-08-08,Baltimore Orioles,Athletics,-125,105,currentLine_median
2025-08-08,Chicago White Sox,Cleveland Guardians,112,-135,currentLine_median
2025-08-08,Detroit Tigers,Los Angeles Angels,-293,233,currentLine_median
2025-08-08,Los Angeles Dodgers,Toronto Blue Jays,-140,117,currentLine_median
2025-08-08,Milwaukee Brewers,New York Mets,-147,122,currentLine_median
2025-08-08,Minnesota Twins,Kansas City Royals,-140,111,currentLine_median
2025-08-08,New York Yankees,Houston Astros,-116,-104,currentLine_median
2025-08-08,Pittsburgh Pirates,Cincinnati Reds,105,-125,currentLine_median
2025-08-08,San Diego Padres,Boston Red Sox,-183,145,currentLine_median
2025-08-08,San Francisco Giants,Washington Nationals,-169,141,currentLine_median
2025-08-08,Seattle Mariners,Tampa Bay Rays,-130,110,currentLine_median
2025-08-08,St. Louis Cardinals,Chicago Cubs,129,-160,currentLine_median
2025-08-08,Texas Rangers,Philadelphia Phillies,105,-126,currentLine_median
2025-08-09,Arizona Diamondbacks,Colorado Rockies,-245,193,currentLine_median
2025-08-09,Atlanta Braves,Miami Marlins,-110,-110,currentLine_median
2025-08-09,Baltimore Orioles,Athletics,-115,-105,currentLine_median
2025-08-09,Chicago White Sox,Cleveland Guardians,118,-140,currentLine_median
2025-08-09,Detroit Tigers,Los Angeles Angels,-135,114,currentLine_median
2025-08-09,Los Angeles Dodgers,Toronto Blue Jays,-156,130,currentLine_median
2025-08-09,Milwaukee Brewers,New York Mets,-117,-102,currentLine_median
2025-08-09,Minnesota Twins,Kansas City Royals,100,-120,currentLine_median
2025-08-09,New York Yankees,Houston Astros,-110,-110,currentLine_median
2025-08-09,Pittsburgh Pirates,Cincinnati Reds,-109,-110,currentLine_median
2025-08-09,San Diego Padres,Boston Red Sox,-140,118,currentLine_median
2025-08-09,San Francisco Giants,Washington Nationals,-166,140,currentLine_median
2025-08-09,Seattle Mariners,Tampa Bay Rays,-147,122,currentLine_median
2025-08-09,St. Louis Cardinals,Chicago Cubs,160,-217,currentLine_median
2025-08-09,Texas Rangers,Philadelphia Phillies,-132,111,currentLine_median
2025-08-10,Arizona Diamondbacks,Colorado Rockies,-292,232,currentLine_median
2025-08-10,Atlanta Braves,Miami Marlins,-130,110,currentLine_median
2025-08-10,Baltimore Orioles,Athletics,-125,104,currentLine_median
2025-08-10,Chicago White Sox,Cleveland Guardians,109,-130,currentLine_median
2025-08-10,Detroit Tigers,Los Angeles Angels,-186,153,currentLine_median
2025-08-10,Los Angeles Dodgers,Toronto Blue Jays,-188,156,currentLine_median
2025-08-10,Milwaukee Brewers,New York Mets,-109,-117,currentLine_median
2025-08-10,Minnesota Twins,Kansas City Royals,-111,-110,currentLine_median
2025-08-10,New York Yankees,Houston Astros,-224,184,currentLine_median
2025-08-10,Pittsburgh Pirates,Cincinnati Reds,-108,-120,currentLine_median
2025-08-10,San Diego Padres,Boston Red Sox,-154,124,currentLine_median
2025-08-10,San Francisco Giants,Washington Nationals,-160,135,currentLine_median
2025-08-10,Seattle Mariners,Tampa Bay Rays,-193,153,currentLine_median
2025-08-10,St. Louis Cardinals,Chicago Cubs,113,-135,currentLine_median
2025-08-10,Texas Rangers,Philadelphia Phillies,136,-164,currentLine_median
2025-08-11,Athletics,Tampa Bay Rays,-110,-109,currentLine_median
2025-08-11,Chicago White Sox,Detroit Tigers,125,-150,currentLine_median
2025-08-11,Cincinnati Reds,Philadelphia Phillies,-132,111,currentLine_median
2025-08-11,Houston Astros,Boston Red Sox,218,-301,currentLine_median
2025-08-11,Kansas City Royals,Washington Nationals,-152,126,currentLine_median
2025-08-11,Los Angeles Angels,Los Angeles Dodgers,141,-170,currentLine_median
2025-08-11,Milwaukee Brewers,Pittsburgh Pirates,-193,162,currentLine_median
2025-08-11,New York Yankees,Minnesota Twins,-182,150,currentLine_median
2025-08-11,San Francisco Giants,San Diego Padres,-131,110,currentLine_median
2025-08-11,St. Louis Cardinals,Colorado Rockies,-240,188,currentLine_median
2025-08-11,Texas Rangers,Arizona Diamondbacks,-167,140,currentLine_median
2025-08-12,Athletics,Tampa Bay Rays,-110,-110,currentLine_median
2025-08-12,Baltimore Orioles,Seattle Mariners,130,-157,currentLine_median
2025-08-12,Chicago White Sox,Detroit Tigers,187,-265,currentLine_median
2025-08-12,Cincinnati Reds,Philadelphia Phillies,123,-147,currentLine_median
2025-08-12,Cleveland Guardians,Miami Marlins,-136,115,currentLine_median
2025-08-12,Los Angeles Angels,Los Angeles Dodgers,144,-172,currentLine_median
2025-08-12,New York Yankees,Minnesota Twins,-225,182,currentLine_median
2025-08-12,San Francisco Giants,San Diego Padres,-120,100,currentLine_median
2025-08-12,Texas Rangers,Arizona Diamondbacks,-234,178,currentLine_median
2025-08-12,Toronto Blue Jays,Chicago Cubs,-125,105,currentLine_median
2025-08-13,Athletics,Tampa Bay Rays,125,-149,currentLine_median
2025-08-13,Baltimore Orioles,Seattle Mariners,115,-138,currentLine_median
2025-08-13,Chicago White Sox,Detroit Tigers,123,-148,currentLine_median
2025-08-13,Cincinnati Reds,Philadelphia Phillies,105,-125,currentLine_median
2025-08-13,Cleveland Guardians,Miami Marlins,-135,115,currentLine_median
2025-08-13,Houston Astros,Boston Red Sox,-155,131,currentLine_median
2025-08-13,Kansas City Royals,Washington Nationals,-170,140,currentLine_median
2025-08-13,Los Angeles Angels,Los Angeles Dodgers,159,-192,currentLine_median
2025-08-13,Milwaukee Brewers,Pittsburgh Pirates,-268,205,currentLine_median
2025-08-13,New York Mets,Atlanta Braves,-209,171,currentLine_median
2025-08-13,New York Yankees,Minnesota Twins,-150,125,currentLine_median
2025-08-13,San Francisco Giants,San Diego Padres,122,-147,currentLine_median
2025-08-13,St. Louis Cardinals,Colorado Rockies,-239,190,currentLine_median
2025-08-13,Texas Rangers,Arizona Diamondbacks,-149,120,currentLine_median
2025-08-13,Toronto Blue Jays,Chicago Cubs,-134,110,currentLine_median
2025-08-14,Baltimore Orioles,Seattle Mariners,110,-130,currentLine_median
2025-08-14,Colorado Rockies,Arizona Diamondbacks,144,-174,currentLine_median
2025-08-14,Minnesota Twins,Detroit Tigers,168,-202,currentLine_median
2025-08-14,New York Mets,Atlanta Braves,-188,147,currentLine_median
2025-08-14,Toronto Blue Jays,Chicago Cubs,-103,-115,currentLine_median
2025-08-14,Washington Nationals,Philadelphia Phillies,145,-185,currentLine_median
2025-08-15,Athletics,Los Angeles Angels,-109,-110,currentLine_median
2025-08-15,Boston Red Sox,Miami Marlins,-166,140,currentLine_median
2025-08-15,Chicago Cubs,Pittsburgh Pirates,-195,161,currentLine_median
2025-08-15,Cleveland Guardians,Atlanta Braves,-118,-102,currentLine_median
2025-08-15,Colorado Rockies,Arizona Diamondbacks,165,-200,currentLine_median
2025-08-15,Houston Astros,Baltimore Orioles,-233,181,currentLine_median
2025-08-15,Kansas City Royals,Chicago White Sox,-181,149,currentLine_median
2025-08-15,Los Angeles Dodgers,San Diego Padres,-138,116,currentLine_median
2025-08-15,Minnesota Twins,Detroit Tigers,108,-132,currentLine_median
2025-08-15,New York Mets,Seattle Mariners,-132,111,currentLine_median
2025-08-15,San Francisco Giants,Tampa Bay Rays,-115,-105,currentLine_median
2025-08-15,St. Louis Cardinals,New York Yankees,119,-143,currentLine_median
2025-08-15,Toronto Blue Jays,Texas Rangers,-105,-114,currentLine_median
2025-08-15,Washington Nationals,Philadelphia Phillies,167,-202,currentLine_median
2025-08-16,Athletics,Los Angeles Angels,-125,105,currentLine_median
2025-08-16,Boston Red Sox,Miami Marlins,-192,159,currentLine_median
2025-08-16,Chicago Cubs,Pittsburgh Pirates,-228,184,currentLine_median
2025-08-16,Cincinnati Reds,Milwaukee Brewers,102,-122,currentLine_median
2025-08-16,Cleveland Guardians,Atlanta Braves,-110,-109,currentLine_median
2025-08-16,Colorado Rockies,Arizona Diamondbacks,144,-172,currentLine_median
2025-08-16,Houston Astros,Baltimore Orioles,-140,118,currentLine_median
2025-08-16,Kansas City Royals,Chicago White Sox,-142,121,currentLine_median
2025-08-16,Los Angeles Dodgers,San Diego Padres,-125,105,currentLine_median
2025-08-16,Minnesota Twins,Detroit Tigers,-110,-109,currentLine_median
2025-08-16,New York Mets,Seattle Mariners,-105,-115,currentLine_median
2025-08-16,San Francisco Giants,Tampa Bay Rays,-104,-115,currentLine_median
2025-08-16,St. Louis Cardinals,New York Yankees,119,-140,currentLine_median
2025-08-16,Toronto Blue Jays,Texas Rangers,-180,150,currentLine_median
2025-08-16,Washington Nationals,Philadelphia Phillies,124,-149,currentLine_median
