date,home_team,away_team,home_ml,away_ml,odds_line_type
2025-04-01,Los Angeles Dodgers,Atlanta Braves,-130,110,currentLine_median
2025-04-01,Miami Marlins,New York Mets,130,-154,currentLine_median
2025-04-01,Milwaukee Brewers,Kansas City Royals,-125,105,currentLine_median
2025-04-01,New York Yankees,Arizona Diamondbacks,102,-125,currentLine_median
2025-04-01,San Diego Padres,Cleveland Guardians,-175,145,currentLine_median
2025-04-01,Seattle Mariners,Detroit Tigers,-177,149,currentLine_median
2025-04-01,St. Louis Cardinals,Los Angeles Angels,-140,118,currentLine_median
2025-04-01,Tampa Bay Rays,Pittsburgh Pirates,-165,140,currentLine_median
2025-04-01,Toronto Blue Jays,Washington Nationals,-160,134,currentLine_median
2025-04-02,Athletics,Chicago Cubs,-120,102,currentLine_median
2025-04-02,Baltimore Orioles,Boston Red Sox,105,-125,currentLine_median
2025-04-02,Chicago White Sox,Minnesota Twins,159,-189,currentLine_median
2025-04-02,Cincinnati Reds,Texas Rangers,-142,120,currentLine_median
2025-04-02,Houston Astros,San Francisco Giants,-168,141,currentLine_median
2025-04-02,Los Angeles Dodgers,Atlanta Braves,-245,195,currentLine_median
2025-04-02,Miami Marlins,New York Mets,180,-219,currentLine_median
2025-04-02,Milwaukee Brewers,Kansas City Royals,-125,105,currentLine_median
2025-04-02,New York Yankees,Arizona Diamondbacks,-145,121,currentLine_median
2025-04-02,Philadelphia Phillies,Colorado Rockies,-351,262,currentLine_median
2025-04-02,San Diego Padres,Cleveland Guardians,-210,161,currentLine_median
2025-04-02,Seattle Mariners,Detroit Tigers,105,-125,currentLine_median
2025-04-02,St. Louis Cardinals,Los Angeles Angels,-150,121,currentLine_median
2025-04-02,Tampa Bay Rays,Pittsburgh Pirates,-105,-115,currentLine_median
2025-04-02,Toronto Blue Jays,Washington Nationals,-110,-110,currentLine_median
2025-04-03,Baltimore Orioles,Boston Red Sox,-125,106,currentLine_median
2025-04-03,Milwaukee Brewers,Cincinnati Reds,-119,100,currentLine_median
2025-04-03,Minnesota Twins,Houston Astros,-140,119,currentLine_median
2025-04-03,New York Yankees,Arizona Diamondbacks,-140,120,currentLine_median
2025-04-03,Philadelphia Phillies,Colorado Rockies,-220,180,currentLine_median
2025-04-04,Atlanta Braves,Miami Marlins,-247,202,currentLine_median
2025-04-04,Boston Red Sox,St. Louis Cardinals,-120,100,currentLine_median
2025-04-04,Chicago Cubs,San Diego Padres,-168,142,currentLine_median
2025-04-04,Detroit Tigers,Chicago White Sox,-257,210,currentLine_median
2025-04-04,Kansas City Royals,Baltimore Orioles,-105,-112,currentLine_median
2025-04-04,Los Angeles Angels,Cleveland Guardians,-105,-115,currentLine_median
2025-04-04,Milwaukee Brewers,Cincinnati Reds,-130,110,currentLine_median
2025-04-04,New York Mets,Toronto Blue Jays,-140,112,currentLine_median
2025-04-04,Philadelphia Phillies,Los Angeles Dodgers,114,-135,currentLine_median
2025-04-04,Pittsburgh Pirates,New York Yankees,144,-179,currentLine_median
2025-04-04,San Francisco Giants,Seattle Mariners,-152,129,currentLine_median
2025-04-04,Texas Rangers,Tampa Bay Rays,-130,110,currentLine_median
2025-04-04,Washington Nationals,Arizona Diamondbacks,133,-158,currentLine_median
2025-04-05,Atlanta Braves,Miami Marlins,-265,212,currentLine_median
2025-04-05,Chicago Cubs,San Diego Padres,-116,-102,currentLine_median
2025-04-05,Colorado Rockies,Athletics,-110,-110,currentLine_median
2025-04-05,Detroit Tigers,Chicago White Sox,-247,202,currentLine_median
2025-04-05,Kansas City Royals,Baltimore Orioles,-115,-105,currentLine_median
2025-04-05,Los Angeles Angels,Cleveland Guardians,123,-152,currentLine_median
2025-04-05,Milwaukee Brewers,Cincinnati Reds,-123,104,currentLine_median
2025-04-05,Minnesota Twins,Houston Astros,-130,110,currentLine_median
2025-04-05,New York Mets,Toronto Blue Jays,-135,114,currentLine_median
2025-04-05,Philadelphia Phillies,Los Angeles Dodgers,-112,-106,currentLine_median
2025-04-05,Pittsburgh Pirates,New York Yankees,132,-163,currentLine_median
2025-04-05,San Francisco Giants,Seattle Mariners,-120,100,currentLine_median
2025-04-05,Texas Rangers,Tampa Bay Rays,-189,154,currentLine_median
2025-04-05,Washington Nationals,Arizona Diamondbacks,114,-135,currentLine_median
2025-04-06,Boston Red Sox,St. Louis Cardinals,-130,110,currentLine_median
2025-04-06,Chicago Cubs,San Diego Padres,-145,121,currentLine_median
2025-04-06,Detroit Tigers,Chicago White Sox,-181,152,currentLine_median
2025-04-06,Milwaukee Brewers,Cincinnati Reds,-152,121,currentLine_median
2025-04-06,New York Mets,Toronto Blue Jays,-147,123,currentLine_median
2025-04-06,Philadelphia Phillies,Los Angeles Dodgers,155,-200,currentLine_median
2025-04-06,Pittsburgh Pirates,New York Yankees,139,-167,currentLine_median
2025-04-06,San Francisco Giants,Seattle Mariners,-119,100,currentLine_median
2025-04-06,Texas Rangers,Tampa Bay Rays,-110,-110,currentLine_median
2025-04-06,Washington Nationals,Arizona Diamondbacks,150,-180,currentLine_median
2025-04-07,Arizona Diamondbacks,Baltimore Orioles,-125,105,currentLine_median
2025-04-07,Athletics,San Diego Padres,130,-155,currentLine_median
2025-04-07,Boston Red Sox,Toronto Blue Jays,-130,110,currentLine_median
2025-04-07,Chicago Cubs,Texas Rangers,-130,110,currentLine_median
2025-04-07,Detroit Tigers,New York Yankees,130,-155,currentLine_median
2025-04-07,Kansas City Royals,Minnesota Twins,-115,-105,currentLine_median
2025-04-07,New York Mets,Miami Marlins,-276,225,currentLine_median
2025-04-07,Pittsburgh Pirates,St. Louis Cardinals,-105,-120,currentLine_median
2025-04-07,San Francisco Giants,Cincinnati Reds,-163,139,currentLine_median
2025-04-07,Seattle Mariners,Houston Astros,-165,140,currentLine_median
2025-04-07,Washington Nationals,Los Angeles Dodgers,150,-182,currentLine_median
2025-04-08,Athletics,San Diego Padres,110,-130,currentLine_median
2025-04-08,Atlanta Braves,Philadelphia Phillies,-120,-103,currentLine_median
2025-04-08,Boston Red Sox,Toronto Blue Jays,-220,172,currentLine_median
2025-04-08,Chicago Cubs,Texas Rangers,-160,135,currentLine_median
2025-04-08,Cleveland Guardians,Chicago White Sox,-205,163,currentLine_median
2025-04-08,Colorado Rockies,Milwaukee Brewers,139,-163,currentLine_median
2025-04-08,Detroit Tigers,New York Yankees,-167,139,currentLine_median
2025-04-08,Kansas City Royals,Minnesota Twins,-121,102,currentLine_median
2025-04-08,New York Mets,Miami Marlins,-292,235,currentLine_median
2025-04-08,Pittsburgh Pirates,St. Louis Cardinals,-143,120,currentLine_median
2025-04-08,San Francisco Giants,Cincinnati Reds,-130,110,currentLine_median
2025-04-08,Seattle Mariners,Houston Astros,-132,110,currentLine_median
2025-04-08,Tampa Bay Rays,Los Angeles Angels,-178,150,currentLine_median
2025-04-08,Washington Nationals,Los Angeles Dodgers,152,-182,currentLine_median
2025-04-09,Arizona Diamondbacks,Baltimore Orioles,-117,100,currentLine_median
2025-04-09,Athletics,San Diego Padres,-140,118,currentLine_median
2025-04-09,Atlanta Braves,Philadelphia Phillies,-146,123,currentLine_median
2025-04-09,Boston Red Sox,Toronto Blue Jays,-130,110,currentLine_median
2025-04-09,Chicago Cubs,Texas Rangers,-175,145,currentLine_median
2025-04-09,Cleveland Guardians,Chicago White Sox,-172,144,currentLine_median
2025-04-09,Colorado Rockies,Milwaukee Brewers,122,-144,currentLine_median
2025-04-09,Detroit Tigers,New York Yankees,125,-151,currentLine_median
2025-04-09,Kansas City Royals,Minnesota Twins,-106,-112,currentLine_median
2025-04-09,New York Mets,Miami Marlins,-210,175,currentLine_median
2025-04-09,Pittsburgh Pirates,St. Louis Cardinals,-105,-115,currentLine_median
2025-04-09,San Francisco Giants,Cincinnati Reds,-145,123,currentLine_median
2025-04-09,Seattle Mariners,Houston Astros,121,-143,currentLine_median
2025-04-09,Tampa Bay Rays,Los Angeles Angels,-146,123,currentLine_median
2025-04-09,Washington Nationals,Los Angeles Dodgers,163,-197,currentLine_median
2025-04-10,Atlanta Braves,Philadelphia Phillies,-137,115,currentLine_median
2025-04-10,Boston Red Sox,Toronto Blue Jays,-130,110,currentLine_median
2025-04-10,Cleveland Guardians,Chicago White Sox,-250,205,currentLine_median
2025-04-10,Colorado Rockies,Milwaukee Brewers,110,-130,currentLine_median
2025-04-10,Tampa Bay Rays,Los Angeles Angels,-115,-108,currentLine_median
2025-04-11,Arizona Diamondbacks,Milwaukee Brewers,-157,132,currentLine_median
2025-04-11,Athletics,New York Mets,109,-128,currentLine_median
2025-04-11,Chicago White Sox,Boston Red Sox,140,-165,currentLine_median
2025-04-11,Cincinnati Reds,Pittsburgh Pirates,-166,141,currentLine_median
2025-04-11,Houston Astros,Los Angeles Angels,-140,119,currentLine_median
2025-04-11,Los Angeles Dodgers,Chicago Cubs,-185,152,currentLine_median
2025-04-11,Miami Marlins,Washington Nationals,-105,-115,currentLine_median
2025-04-11,Minnesota Twins,Detroit Tigers,-119,100,currentLine_median
2025-04-11,New York Yankees,San Francisco Giants,-137,117,currentLine_median
2025-04-11,San Diego Padres,Colorado Rockies,-228,185,currentLine_median
2025-04-11,St. Louis Cardinals,Philadelphia Phillies,-102,-115,currentLine_median
2025-04-11,Tampa Bay Rays,Atlanta Braves,-140,119,currentLine_median
2025-04-12,Arizona Diamondbacks,Milwaukee Brewers,-180,150,currentLine_median
2025-04-12,Athletics,New York Mets,114,-135,currentLine_median
2025-04-12,Chicago White Sox,Boston Red Sox,135,-161,currentLine_median
2025-04-12,Cincinnati Reds,Pittsburgh Pirates,-120,100,currentLine_median
2025-04-12,Cleveland Guardians,Kansas City Royals,-144,117,currentLine_median
2025-04-12,Houston Astros,Los Angeles Angels,-165,140,currentLine_median
2025-04-12,Los Angeles Dodgers,Chicago Cubs,-182,153,currentLine_median
2025-04-12,Miami Marlins,Washington Nationals,-141,120,currentLine_median
2025-04-12,Minnesota Twins,Detroit Tigers,-164,140,currentLine_median
2025-04-12,New York Yankees,San Francisco Giants,-135,115,currentLine_median
2025-04-12,San Diego Padres,Colorado Rockies,-170,144,currentLine_median
2025-04-12,Seattle Mariners,Texas Rangers,-143,120,currentLine_median
2025-04-12,St. Louis Cardinals,Philadelphia Phillies,157,-187,currentLine_median
2025-04-12,Tampa Bay Rays,Atlanta Braves,-137,117,currentLine_median
2025-04-13,Arizona Diamondbacks,Milwaukee Brewers,-120,-104,currentLine_median
2025-04-13,Athletics,New York Mets,122,-144,currentLine_median
2025-04-13,Baltimore Orioles,Toronto Blue Jays,-135,115,currentLine_median
2025-04-13,Chicago White Sox,Boston Red Sox,200,-245,currentLine_median
2025-04-13,Cincinnati Reds,Pittsburgh Pirates,-185,154,currentLine_median
2025-04-13,Cleveland Guardians,Kansas City Royals,120,-140,currentLine_median
2025-04-13,Houston Astros,Los Angeles Angels,-164,140,currentLine_median
2025-04-13,Los Angeles Dodgers,Chicago Cubs,-235,193,currentLine_median
2025-04-13,Miami Marlins,Washington Nationals,130,-154,currentLine_median
2025-04-13,Minnesota Twins,Detroit Tigers,-115,-105,currentLine_median
2025-04-13,New York Yankees,San Francisco Giants,-120,100,currentLine_median
2025-04-13,San Diego Padres,Colorado Rockies,-250,202,currentLine_median
2025-04-13,Seattle Mariners,Texas Rangers,-146,122,currentLine_median
2025-04-13,St. Louis Cardinals,Philadelphia Phillies,144,-170,currentLine_median
2025-04-13,Tampa Bay Rays,Atlanta Braves,144,-169,currentLine_median
2025-04-14,Los Angeles Dodgers,Colorado Rockies,-357,285,currentLine_median
2025-04-14,Milwaukee Brewers,Detroit Tigers,138,-163,currentLine_median
2025-04-14,Minnesota Twins,New York Mets,-119,100,currentLine_median
2025-04-14,New York Yankees,Kansas City Royals,-147,120,currentLine_median
2025-04-14,Philadelphia Phillies,San Francisco Giants,-115,-104,currentLine_median
2025-04-14,Pittsburgh Pirates,Washington Nationals,-205,170,currentLine_median
2025-04-14,San Diego Padres,Chicago Cubs,-148,125,currentLine_median
2025-04-14,St. Louis Cardinals,Houston Astros,-109,-110,currentLine_median
2025-04-14,Tampa Bay Rays,Boston Red Sox,-119,100,currentLine_median
2025-04-15,Baltimore Orioles,Cleveland Guardians,-152,127,currentLine_median
2025-04-15,Chicago White Sox,Athletics,135,-164,currentLine_median
2025-04-15,Cincinnati Reds,Seattle Mariners,-105,-115,currentLine_median
2025-04-15,Los Angeles Dodgers,Colorado Rockies,-304,242,currentLine_median
2025-04-15,Miami Marlins,Arizona Diamondbacks,130,-163,currentLine_median
2025-04-15,Milwaukee Brewers,Detroit Tigers,-110,-110,currentLine_median
2025-04-15,Minnesota Twins,New York Mets,-108,-110,currentLine_median
2025-04-15,New York Yankees,Kansas City Royals,-267,200,currentLine_median
2025-04-15,Philadelphia Phillies,San Francisco Giants,-163,138,currentLine_median
2025-04-15,Pittsburgh Pirates,Washington Nationals,-125,105,currentLine_median
2025-04-15,San Diego Padres,Chicago Cubs,124,-154,currentLine_median
2025-04-15,St. Louis Cardinals,Houston Astros,116,-136,currentLine_median
2025-04-15,Tampa Bay Rays,Boston Red Sox,-130,110,currentLine_median
2025-04-15,Texas Rangers,Los Angeles Angels,-140,118,currentLine_median
2025-04-15,Toronto Blue Jays,Atlanta Braves,-105,-115,currentLine_median
2025-04-16,Baltimore Orioles,Cleveland Guardians,-125,106,currentLine_median
2025-04-16,Chicago White Sox,Athletics,135,-160,currentLine_median
2025-04-16,Los Angeles Dodgers,Colorado Rockies,-327,260,currentLine_median
2025-04-16,Miami Marlins,Arizona Diamondbacks,122,-145,currentLine_median
2025-04-16,Milwaukee Brewers,Detroit Tigers,-153,129,currentLine_median
2025-04-16,Minnesota Twins,New York Mets,-120,100,currentLine_median
2025-04-16,New York Yankees,Kansas City Royals,-155,131,currentLine_median
2025-04-16,Philadelphia Phillies,San Francisco Giants,-146,124,currentLine_median
2025-04-16,Pittsburgh Pirates,Washington Nationals,-117,-104,currentLine_median
2025-04-16,San Diego Padres,Chicago Cubs,-113,-105,currentLine_median
2025-04-16,St. Louis Cardinals,Houston Astros,-110,-110,currentLine_median
2025-04-16,Tampa Bay Rays,Boston Red Sox,-157,126,currentLine_median
2025-04-16,Texas Rangers,Los Angeles Angels,110,-132,currentLine_median
2025-04-16,Toronto Blue Jays,Atlanta Braves,110,-131,currentLine_median
2025-04-17,Baltimore Orioles,Cleveland Guardians,-134,112,currentLine_median
2025-04-17,Chicago White Sox,Athletics,114,-134,currentLine_median
2025-04-17,Cincinnati Reds,Seattle Mariners,-128,109,currentLine_median
2025-04-17,Detroit Tigers,Kansas City Royals,-155,130,currentLine_median
2025-04-17,Miami Marlins,Arizona Diamondbacks,123,-146,currentLine_median
2025-04-17,New York Mets,St. Louis Cardinals,-141,120,currentLine_median
2025-04-17,Philadelphia Phillies,San Francisco Giants,-211,165,currentLine_median
2025-04-17,Pittsburgh Pirates,Washington Nationals,-149,125,currentLine_median
2025-04-17,Tampa Bay Rays,New York Yankees,-115,-105,currentLine_median
2025-04-17,Texas Rangers,Los Angeles Angels,-161,134,currentLine_median
2025-04-18,Atlanta Braves,Minnesota Twins,-150,125,currentLine_median
2025-04-18,Baltimore Orioles,Cincinnati Reds,-167,140,currentLine_median
2025-04-18,Boston Red Sox,Chicago White Sox,-238,195,currentLine_median
2025-04-18,Chicago Cubs,Arizona Diamondbacks,-105,-113,currentLine_median
2025-04-18,Detroit Tigers,Kansas City Royals,122,-146,currentLine_median
2025-04-18,Houston Astros,San Diego Padres,-168,141,currentLine_median
2025-04-18,Los Angeles Angels,San Francisco Giants,132,-157,currentLine_median
2025-04-18,Milwaukee Brewers,Athletics,-183,152,currentLine_median
2025-04-18,New York Mets,St. Louis Cardinals,-215,177,currentLine_median
2025-04-18,Philadelphia Phillies,Miami Marlins,-238,195,currentLine_median
2025-04-18,Pittsburgh Pirates,Cleveland Guardians,110,-130,currentLine_median
2025-04-18,Tampa Bay Rays,New York Yankees,100,-120,currentLine_median
2025-04-18,Texas Rangers,Los Angeles Dodgers,105,-125,currentLine_median
2025-04-18,Toronto Blue Jays,Seattle Mariners,-125,105,currentLine_median
2025-04-19,Atlanta Braves,Minnesota Twins,-240,195,currentLine_median
2025-04-19,Baltimore Orioles,Cincinnati Reds,-122,102,currentLine_median
2025-04-19,Boston Red Sox,Chicago White Sox,-360,270,currentLine_median
2025-04-19,Chicago Cubs,Arizona Diamondbacks,-130,110,currentLine_median
2025-04-19,Colorado Rockies,Washington Nationals,115,-135,currentLine_median
2025-04-19,Detroit Tigers,Kansas City Royals,-135,114,currentLine_median
2025-04-19,Houston Astros,San Diego Padres,105,-125,currentLine_median
2025-04-19,Los Angeles Angels,San Francisco Giants,123,-147,currentLine_median
2025-04-19,Milwaukee Brewers,Athletics,-134,114,currentLine_median
2025-04-19,New York Mets,St. Louis Cardinals,-204,170,currentLine_median
2025-04-19,Philadelphia Phillies,Miami Marlins,-225,185,currentLine_median
2025-04-19,Pittsburgh Pirates,Cleveland Guardians,-182,150,currentLine_median
2025-04-19,Texas Rangers,Los Angeles Dodgers,-115,-103,currentLine_median
2025-04-19,Toronto Blue Jays,Seattle Mariners,100,-120,currentLine_median
2025-04-20,Baltimore Orioles,Cincinnati Reds,-204,170,currentLine_median
2025-04-20,Boston Red Sox,Chicago White Sox,-297,232,currentLine_median
2025-04-20,Chicago Cubs,Arizona Diamondbacks,-142,120,currentLine_median
2025-04-20,Colorado Rockies,Washington Nationals,115,-135,currentLine_median
2025-04-20,Detroit Tigers,Kansas City Royals,-225,185,currentLine_median
2025-04-20,Houston Astros,San Diego Padres,-120,101,currentLine_median
2025-04-20,Los Angeles Angels,San Francisco Giants,-115,-105,currentLine_median
2025-04-20,Milwaukee Brewers,Athletics,-135,115,currentLine_median
2025-04-20,New York Mets,St. Louis Cardinals,-142,121,currentLine_median
2025-04-20,Philadelphia Phillies,Miami Marlins,-325,260,currentLine_median
2025-04-20,Pittsburgh Pirates,Cleveland Guardians,-125,102,currentLine_median
2025-04-20,Tampa Bay Rays,New York Yankees,148,-176,currentLine_median
2025-04-20,Texas Rangers,Los Angeles Dodgers,131,-156,currentLine_median
2025-04-20,Toronto Blue Jays,Seattle Mariners,-108,-110,currentLine_median
2025-04-21,Atlanta Braves,St. Louis Cardinals,-220,182,currentLine_median
2025-04-21,Boston Red Sox,Chicago White Sox,-299,240,currentLine_median
2025-04-21,Cleveland Guardians,New York Yankees,108,-127,currentLine_median
2025-04-21,Detroit Tigers,San Diego Padres,-146,124,currentLine_median
2025-04-21,Houston Astros,Toronto Blue Jays,-140,119,currentLine_median
2025-04-21,Miami Marlins,Cincinnati Reds,102,-127,currentLine_median
2025-04-21,New York Mets,Philadelphia Phillies,-138,117,currentLine_median
2025-04-21,San Francisco Giants,Milwaukee Brewers,-135,115,currentLine_median
2025-04-22,Arizona Diamondbacks,Tampa Bay Rays,-190,157,currentLine_median
2025-04-22,Athletics,Texas Rangers,-125,105,currentLine_median
2025-04-22,Atlanta Braves,St. Louis Cardinals,-139,119,currentLine_median
2025-04-22,Boston Red Sox,Seattle Mariners,-120,101,currentLine_median
2025-04-22,Chicago Cubs,Los Angeles Dodgers,-104,-115,currentLine_median
2025-04-22,Cleveland Guardians,New York Yankees,-118,100,currentLine_median
2025-04-22,Detroit Tigers,San Diego Padres,-141,120,currentLine_median
2025-04-22,Houston Astros,Toronto Blue Jays,100,-120,currentLine_median
2025-04-22,Kansas City Royals,Colorado Rockies,-265,217,currentLine_median
2025-04-22,Los Angeles Angels,Pittsburgh Pirates,-187,155,currentLine_median
2025-04-22,Miami Marlins,Cincinnati Reds,-105,-115,currentLine_median
2025-04-22,Minnesota Twins,Chicago White Sox,-270,210,currentLine_median
2025-04-22,New York Mets,Philadelphia Phillies,110,-130,currentLine_median
2025-04-22,San Francisco Giants,Milwaukee Brewers,-149,124,currentLine_median
2025-04-22,Washington Nationals,Baltimore Orioles,117,-138,currentLine_median
2025-04-23,Arizona Diamondbacks,Tampa Bay Rays,-161,135,currentLine_median
2025-04-23,Athletics,Texas Rangers,-115,-104,currentLine_median
2025-04-23,Atlanta Braves,St. Louis Cardinals,-164,140,currentLine_median
2025-04-23,Boston Red Sox,Seattle Mariners,-140,120,currentLine_median
2025-04-23,Chicago Cubs,Los Angeles Dodgers,-127,109,currentLine_median
2025-04-23,Cleveland Guardians,New York Yankees,142,-170,currentLine_median
2025-04-23,Detroit Tigers,San Diego Padres,-167,140,currentLine_median
2025-04-23,Houston Astros,Toronto Blue Jays,-115,-105,currentLine_median
2025-04-23,Los Angeles Angels,Pittsburgh Pirates,-135,115,currentLine_median
2025-04-23,Miami Marlins,Cincinnati Reds,-109,-110,currentLine_median
2025-04-23,Minnesota Twins,Chicago White Sox,-275,221,currentLine_median
2025-04-23,San Francisco Giants,Milwaukee Brewers,-146,123,currentLine_median
2025-04-23,Washington Nationals,Baltimore Orioles,122,-144,currentLine_median
2025-04-24,Arizona Diamondbacks,Tampa Bay Rays,-137,118,currentLine_median
2025-04-24,Athletics,Texas Rangers,120,-141,currentLine_median
2025-04-24,Boston Red Sox,Seattle Mariners,-180,150,currentLine_median
2025-04-24,Kansas City Royals,Colorado Rockies,-199,165,currentLine_median
2025-04-24,Minnesota Twins,Chicago White Sox,-226,185,currentLine_median
2025-04-24,San Francisco Giants,Milwaukee Brewers,-160,135,currentLine_median
2025-04-24,Washington Nationals,Baltimore Orioles,-139,112,currentLine_median
2025-04-25,Arizona Diamondbacks,Atlanta Braves,105,-130,currentLine_median
2025-04-25,Athletics,Chicago White Sox,-250,205,currentLine_median
2025-04-25,Chicago Cubs,Philadelphia Phillies,-160,135,currentLine_median
2025-04-25,Colorado Rockies,Cincinnati Reds,115,-135,currentLine_median
2025-04-25,Kansas City Royals,Houston Astros,100,-117,currentLine_median
2025-04-25,Los Angeles Dodgers,Pittsburgh Pirates,-222,184,currentLine_median
2025-04-25,Minnesota Twins,Los Angeles Angels,-215,172,currentLine_median
2025-04-25,New York Yankees,Toronto Blue Jays,-145,120,currentLine_median
2025-04-25,San Diego Padres,Tampa Bay Rays,-146,123,currentLine_median
2025-04-25,San Francisco Giants,Texas Rangers,-130,110,currentLine_median
2025-04-25,Seattle Mariners,Miami Marlins,-300,240,currentLine_median
2025-04-25,St. Louis Cardinals,Milwaukee Brewers,-132,113,currentLine_median
2025-04-25,Washington Nationals,New York Mets,155,-185,currentLine_median
2025-04-26,Arizona Diamondbacks,Atlanta Braves,-125,105,currentLine_median
2025-04-26,Athletics,Chicago White Sox,-231,191,currentLine_median
2025-04-26,Chicago Cubs,Philadelphia Phillies,-103,-115,currentLine_median
2025-04-26,Cleveland Guardians,Boston Red Sox,140,-180,currentLine_median
2025-04-26,Colorado Rockies,Cincinnati Reds,172,-206,currentLine_median
2025-04-26,Detroit Tigers,Baltimore Orioles,101,-121,currentLine_median
2025-04-26,Los Angeles Dodgers,Pittsburgh Pirates,-277,225,currentLine_median
2025-04-26,Minnesota Twins,Los Angeles Angels,-135,112,currentLine_median
2025-04-26,San Diego Padres,Tampa Bay Rays,-162,130,currentLine_median
2025-04-26,San Francisco Giants,Texas Rangers,-141,120,currentLine_median
2025-04-26,Seattle Mariners,Miami Marlins,-239,198,currentLine_median
2025-04-26,St. Louis Cardinals,Milwaukee Brewers,-150,125,currentLine_median
2025-04-26,Washington Nationals,New York Mets,166,-200,currentLine_median
2025-04-27,Arizona Diamondbacks,Atlanta Braves,105,-124,currentLine_median
2025-04-27,Athletics,Chicago White Sox,-194,161,currentLine_median
2025-04-27,Chicago Cubs,Philadelphia Phillies,-127,108,currentLine_median
2025-04-27,Cleveland Guardians,Boston Red Sox,100,-119,currentLine_median
2025-04-27,Colorado Rockies,Cincinnati Reds,135,-158,currentLine_median
2025-04-27,Detroit Tigers,Baltimore Orioles,-247,202,currentLine_median
2025-04-27,Kansas City Royals,Houston Astros,121,-143,currentLine_median
2025-04-27,Los Angeles Dodgers,Pittsburgh Pirates,-350,276,currentLine_median
2025-04-27,Minnesota Twins,Los Angeles Angels,-180,147,currentLine_median
2025-04-27,New York Yankees,Toronto Blue Jays,-164,138,currentLine_median
2025-04-27,San Diego Padres,Tampa Bay Rays,-105,-117,currentLine_median
2025-04-27,San Francisco Giants,Texas Rangers,-139,118,currentLine_median
2025-04-27,Seattle Mariners,Miami Marlins,-142,120,currentLine_median
2025-04-27,St. Louis Cardinals,Milwaukee Brewers,-110,-110,currentLine_median
2025-04-27,Washington Nationals,New York Mets,128,-152,currentLine_median
2025-04-28,Baltimore Orioles,New York Yankees,114,-135,currentLine_median
2025-04-28,Cincinnati Reds,St. Louis Cardinals,-123,104,currentLine_median
2025-04-28,Cleveland Guardians,Minnesota Twins,-125,105,currentLine_median
2025-04-28,Colorado Rockies,Atlanta Braves,150,-179,currentLine_median
2025-04-28,Houston Astros,Detroit Tigers,-125,102,currentLine_median
2025-04-28,Los Angeles Dodgers,Miami Marlins,-292,235,currentLine_median
2025-04-28,Texas Rangers,Athletics,-110,-110,currentLine_median
2025-04-28,Washington Nationals,New York Mets,149,-176,currentLine_median
2025-04-29,Baltimore Orioles,New York Yankees,144,-172,currentLine_median
2025-04-29,Chicago White Sox,Milwaukee Brewers,220,-272,currentLine_median
2025-04-29,Cleveland Guardians,Minnesota Twins,-135,114,currentLine_median
2025-04-29,Colorado Rockies,Atlanta Braves,180,-219,currentLine_median
2025-04-29,Los Angeles Dodgers,Miami Marlins,-212,176,currentLine_median
2025-04-29,New York Mets,Arizona Diamondbacks,-138,117,currentLine_median
2025-04-29,Philadelphia Phillies,Washington Nationals,-191,160,currentLine_median
2025-04-29,Pittsburgh Pirates,Chicago Cubs,129,-152,currentLine_median
2025-04-29,San Diego Padres,San Francisco Giants,104,-123,currentLine_median
2025-04-29,Seattle Mariners,Los Angeles Angels,-219,180,currentLine_median
2025-04-29,Tampa Bay Rays,Kansas City Royals,-160,135,currentLine_median
2025-04-29,Texas Rangers,Athletics,-204,170,currentLine_median
2025-04-29,Toronto Blue Jays,Boston Red Sox,119,-140,currentLine_median
2025-04-30,Baltimore Orioles,New York Yankees,-120,100,currentLine_median
2025-04-30,Chicago White Sox,Milwaukee Brewers,131,-156,currentLine_median
2025-04-30,Cincinnati Reds,St. Louis Cardinals,-116,-103,currentLine_median
2025-04-30,Cleveland Guardians,Minnesota Twins,-110,-110,currentLine_median
2025-04-30,Colorado Rockies,Atlanta Braves,230,-289,currentLine_median
2025-04-30,Houston Astros,Detroit Tigers,-120,100,currentLine_median
2025-04-30,Los Angeles Dodgers,Miami Marlins,-332,267,currentLine_median
2025-04-30,New York Mets,Arizona Diamondbacks,-109,-110,currentLine_median
2025-04-30,Philadelphia Phillies,Washington Nationals,-252,207,currentLine_median
2025-04-30,Pittsburgh Pirates,Chicago Cubs,149,-177,currentLine_median
2025-04-30,San Diego Padres,San Francisco Giants,-142,120,currentLine_median
2025-04-30,Seattle Mariners,Los Angeles Angels,-140,119,currentLine_median
2025-04-30,Tampa Bay Rays,Kansas City Royals,-164,140,currentLine_median
2025-04-30,Texas Rangers,Athletics,-156,132,currentLine_median
2025-04-30,Toronto Blue Jays,Boston Red Sox,-110,-110,currentLine_median
2025-05-01,Chicago White Sox,Milwaukee Brewers,138,-163,currentLine_median
2025-05-01,Cleveland Guardians,Minnesota Twins,109,-128,currentLine_median
2025-05-01,Los Angeles Angels,Detroit Tigers,125,-149,currentLine_median
2025-05-01,New York Mets,Arizona Diamondbacks,-164,140,currentLine_median
2025-05-01,Philadelphia Phillies,Washington Nationals,-177,149,currentLine_median
2025-05-01,Pittsburgh Pirates,Chicago Cubs,-126,106,currentLine_median
2025-05-01,San Francisco Giants,Colorado Rockies,-280,225,currentLine_median
2025-05-01,Tampa Bay Rays,Kansas City Royals,-165,140,currentLine_median
