date,home_team,away_team,ou_line,over_odds,under_odds,odds_line_type
2025-08-01,Cincinnati Reds,Atlanta Braves,9.0,-117,-103,currentLine_median
2025-08-01,Cleveland Guardians,Minnesota Twins,7.0,-105,-117,currentLine_median
2025-08-01,Colorado Rockies,Pittsburgh Pirates,11.5,-117,-105,currentLine_median
2025-08-01,Miami Marlins,New York Yankees,7.5,-115,-106,currentLine_median
2025-08-01,New York Mets,San Francisco Giants,8.0,-110,-110,currentLine_median
2025-08-01,Philadelphia Phillies,Detroit Tigers,7.5,-110,-109,currentLine_median
2025-08-01,San Diego Padres,St. Louis Cardinals,7.5,-105,-123,currentLine_median
2025-08-01,Seattle Mariners,Texas Rangers,7.5,-106,-114,currentLine_median
2025-08-01,Tampa Bay Rays,Los Angeles Dodgers,9.0,-110,-110,currentLine_median
2025-08-01,Toronto Blue Jays,Kansas City Royals,7.5,-115,-105,currentLine_median
2025-08-01,Washington Nationals,Milwaukee Brewers,8.5,-115,-105,currentLine_median
2025-08-02,Athletics,Arizona Diamondbacks,9.75,-112,-109,currentLine_median
2025-08-02,Boston Red Sox,Houston Astros,9.25,-106,-125,currentLine_median
2025-08-02,Cleveland Guardians,Minnesota Twins,7.0,-117,-104,currentLine_median
2025-08-02,Colorado Rockies,Pittsburgh Pirates,10.0,-115,-105,currentLine_median
2025-08-02,Los Angeles Angels,Chicago White Sox,9.0,-106,-114,currentLine_median
2025-08-02,Miami Marlins,New York Yankees,7.5,-118,-105,currentLine_median
2025-08-02,New York Mets,San Francisco Giants,8.5,-106,-116,currentLine_median
2025-08-02,Philadelphia Phillies,Detroit Tigers,6.5,-113,-115,currentLine_median
2025-08-02,Seattle Mariners,Texas Rangers,7.5,-105,-118,currentLine_median
2025-08-02,Tampa Bay Rays,Los Angeles Dodgers,8.0,-110,-109,currentLine_median
2025-08-02,Toronto Blue Jays,Kansas City Royals,8.0,-105,-117,currentLine_median
2025-08-02,Washington Nationals,Milwaukee Brewers,8.5,-110,-110,currentLine_median
2025-08-03,Athletics,Arizona Diamondbacks,9.75,-111,-110,currentLine_median
2025-08-03,Boston Red Sox,Houston Astros,8.0,-115,-105,currentLine_median
2025-08-03,Chicago Cubs,Baltimore Orioles,8.0,-107,-112,currentLine_median
2025-08-03,Cincinnati Reds,Atlanta Braves,8.0,-115,-105,currentLine_median
2025-08-03,Cleveland Guardians,Minnesota Twins,9.25,-121,-108,currentLine_median
2025-08-03,Colorado Rockies,Pittsburgh Pirates,11.0,-115,-105,currentLine_median
2025-08-03,Los Angeles Angels,Chicago White Sox,9.5,-110,-110,currentLine_median
2025-08-03,Miami Marlins,New York Yankees,7.5,-111,-115,currentLine_median
2025-08-03,Philadelphia Phillies,Detroit Tigers,8.5,-119,-102,currentLine_median
2025-08-03,San Diego Padres,St. Louis Cardinals,7.5,-114,-115,currentLine_median
2025-08-03,Toronto Blue Jays,Kansas City Royals,7.75,-115,-105,currentLine_median
2025-08-03,Washington Nationals,Milwaukee Brewers,8.5,-120,-105,currentLine_median
2025-08-04,Atlanta Braves,Milwaukee Brewers,8.0,-120,-101,currentLine_median
2025-08-04,Boston Red Sox,Kansas City Royals,9.25,-116,-114,currentLine_median
2025-08-04,Chicago Cubs,Cincinnati Reds,7.0,-122,102,currentLine_median
2025-08-04,Colorado Rockies,Toronto Blue Jays,12.0,-121,-105,currentLine_median
2025-08-04,Detroit Tigers,Minnesota Twins,8.5,-120,100,currentLine_median
2025-08-04,Los Angeles Angels,Tampa Bay Rays,8.5,-104,-119,currentLine_median
2025-08-04,Los Angeles Dodgers,St. Louis Cardinals,8.0,-115,-105,currentLine_median
2025-08-04,Miami Marlins,Houston Astros,8.0,-109,-111,currentLine_median
2025-08-04,New York Mets,Cleveland Guardians,8.0,-110,-110,currentLine_median
2025-08-04,Philadelphia Phillies,Baltimore Orioles,9.0,-120,100,currentLine_median
2025-08-04,Pittsburgh Pirates,San Francisco Giants,8.5,-105,-116,currentLine_median
2025-08-04,Texas Rangers,New York Yankees,7.5,-105,-115,currentLine_median
2025-08-05,Atlanta Braves,Milwaukee Brewers,7.5,-102,-120,currentLine_median
2025-08-05,Colorado Rockies,Toronto Blue Jays,11.5,-112,-107,currentLine_median
2025-08-05,Detroit Tigers,Minnesota Twins,8.0,-111,-109,currentLine_median
2025-08-05,Los Angeles Angels,Tampa Bay Rays,8.25,-107,-119,currentLine_median
2025-08-05,Los Angeles Dodgers,St. Louis Cardinals,9.0,-120,100,currentLine_median
2025-08-05,Miami Marlins,Houston Astros,8.5,-103,-118,currentLine_median
2025-08-05,New York Mets,Cleveland Guardians,8.5,-110,-110,currentLine_median
2025-08-05,Pittsburgh Pirates,San Francisco Giants,7.5,100,-120,currentLine_median
2025-08-05,Seattle Mariners,Chicago White Sox,7.5,-115,-105,currentLine_median
2025-08-05,Texas Rangers,New York Yankees,8.0,-110,-112,currentLine_median
2025-08-06,Arizona Diamondbacks,San Diego Padres,9.5,-104,-117,currentLine_median
2025-08-06,Atlanta Braves,Milwaukee Brewers,8.0,-106,-113,currentLine_median
2025-08-06,Boston Red Sox,Kansas City Royals,8.5,-111,-109,currentLine_median
2025-08-06,Colorado Rockies,Toronto Blue Jays,11.5,-106,-118,currentLine_median
2025-08-06,Detroit Tigers,Minnesota Twins,9.0,-110,-110,currentLine_median
2025-08-06,Los Angeles Dodgers,St. Louis Cardinals,9.5,-105,-115,currentLine_median
2025-08-06,Miami Marlins,Houston Astros,8.0,-115,-105,currentLine_median
2025-08-06,New York Mets,Cleveland Guardians,7.5,-110,-113,currentLine_median
2025-08-06,Philadelphia Phillies,Baltimore Orioles,7.5,-115,-110,currentLine_median
2025-08-06,Pittsburgh Pirates,San Francisco Giants,8.0,-110,-112,currentLine_median
2025-08-06,Seattle Mariners,Chicago White Sox,7.5,-105,-115,currentLine_median
2025-08-06,Texas Rangers,New York Yankees,8.0,-104,-116,currentLine_median
2025-08-07,Atlanta Braves,Miami Marlins,8.0,-110,-110,currentLine_median
2025-08-07,Pittsburgh Pirates,Cincinnati Reds,7.0,100,-120,currentLine_median
2025-08-07,Washington Nationals,Athletics,8.5,-117,-103,currentLine_median
2025-08-08,Arizona Diamondbacks,Colorado Rockies,9.0,-116,-104,currentLine_median
2025-08-08,Atlanta Braves,Miami Marlins,7.75,-110,-118,currentLine_median
2025-08-08,Baltimore Orioles,Athletics,9.75,-105,-115,currentLine_median
2025-08-08,Chicago White Sox,Cleveland Guardians,8.0,-115,-105,currentLine_median
2025-08-08,Detroit Tigers,Los Angeles Angels,7.5,-105,-115,currentLine_median
2025-08-08,Los Angeles Dodgers,Toronto Blue Jays,9.0,-103,-117,currentLine_median
2025-08-08,Milwaukee Brewers,New York Mets,8.0,-115,-105,currentLine_median
2025-08-08,Minnesota Twins,Kansas City Royals,8.5,-110,-116,currentLine_median
2025-08-08,Pittsburgh Pirates,Cincinnati Reds,7.5,-105,-116,currentLine_median
2025-08-08,San Diego Padres,Boston Red Sox,8.0,-120,100,currentLine_median
2025-08-08,San Francisco Giants,Washington Nationals,8.5,-105,-115,currentLine_median
2025-08-08,Seattle Mariners,Tampa Bay Rays,7.0,-105,-115,currentLine_median
2025-08-08,St. Louis Cardinals,Chicago Cubs,8.25,-109,-115,currentLine_median
2025-08-08,Texas Rangers,Philadelphia Phillies,7.5,-102,-120,currentLine_median
2025-08-09,Arizona Diamondbacks,Colorado Rockies,9.0,-117,-105,currentLine_median
2025-08-09,Atlanta Braves,Miami Marlins,8.5,-106,-114,currentLine_median
2025-08-09,Chicago White Sox,Cleveland Guardians,8.5,-115,-105,currentLine_median
2025-08-09,Detroit Tigers,Los Angeles Angels,8.5,-116,-104,currentLine_median
2025-08-09,Milwaukee Brewers,New York Mets,9.0,-120,100,currentLine_median
2025-08-09,Minnesota Twins,Kansas City Royals,9.0,-105,-115,currentLine_median
2025-08-09,New York Yankees,Houston Astros,8.5,-105,-115,currentLine_median
2025-08-09,Pittsburgh Pirates,Cincinnati Reds,8.0,-115,-105,currentLine_median
2025-08-09,San Diego Padres,Boston Red Sox,7.5,-118,-103,currentLine_median
2025-08-09,San Francisco Giants,Washington Nationals,8.0,-115,-105,currentLine_median
2025-08-09,Seattle Mariners,Tampa Bay Rays,7.5,-114,-106,currentLine_median
2025-08-09,St. Louis Cardinals,Chicago Cubs,9.25,-112,-115,currentLine_median
2025-08-09,Texas Rangers,Philadelphia Phillies,7.0,-123,102,currentLine_median
2025-08-10,Arizona Diamondbacks,Colorado Rockies,9.0,-111,-109,currentLine_median
2025-08-10,Atlanta Braves,Miami Marlins,8.5,-112,-111,currentLine_median
2025-08-10,Baltimore Orioles,Athletics,9.5,100,-120,currentLine_median
2025-08-10,Detroit Tigers,Los Angeles Angels,9.5,-105,-115,currentLine_median
2025-08-10,Los Angeles Dodgers,Toronto Blue Jays,8.5,-120,100,currentLine_median
2025-08-10,Milwaukee Brewers,New York Mets,8.5,-117,-111,currentLine_median
2025-08-10,Minnesota Twins,Kansas City Royals,9.25,-111,-114,currentLine_median
2025-08-10,New York Yankees,Houston Astros,9.0,-108,-112,currentLine_median
2025-08-10,Pittsburgh Pirates,Cincinnati Reds,7.75,-109,-118,currentLine_median
2025-08-10,San Diego Padres,Boston Red Sox,7.5,-115,-105,currentLine_median
2025-08-10,San Francisco Giants,Washington Nationals,8.0,-107,-112,currentLine_median
2025-08-10,Seattle Mariners,Tampa Bay Rays,7.5,-115,-107,currentLine_median
2025-08-10,St. Louis Cardinals,Chicago Cubs,7.5,-106,-114,currentLine_median
2025-08-11,Athletics,Tampa Bay Rays,10.0,-105,-115,currentLine_median
2025-08-11,Chicago White Sox,Detroit Tigers,9.0,-105,-115,currentLine_median
2025-08-11,Cincinnati Reds,Philadelphia Phillies,9.5,-114,-105,currentLine_median
2025-08-11,Houston Astros,Boston Red Sox,8.5,-113,-110,currentLine_median
2025-08-11,Kansas City Royals,Washington Nationals,9.0,-104,-116,currentLine_median
2025-08-11,Los Angeles Angels,Los Angeles Dodgers,8.5,-105,-118,currentLine_median
2025-08-11,Milwaukee Brewers,Pittsburgh Pirates,9.0,-109,-111,currentLine_median
2025-08-11,New York Yankees,Minnesota Twins,8.5,-120,100,currentLine_median
2025-08-11,St. Louis Cardinals,Colorado Rockies,8.5,-107,-118,currentLine_median
2025-08-11,Texas Rangers,Arizona Diamondbacks,7.5,-105,-117,currentLine_median
2025-08-12,Athletics,Tampa Bay Rays,9.5,-105,-115,currentLine_median
2025-08-12,Baltimore Orioles,Seattle Mariners,9.0,-115,-105,currentLine_median
2025-08-12,Cincinnati Reds,Philadelphia Phillies,9.5,100,-120,currentLine_median
2025-08-12,Houston Astros,Boston Red Sox,7.75,-105,-116,currentLine_median
2025-08-12,Kansas City Royals,Washington Nationals,10.0,-117,-104,currentLine_median
2025-08-12,Los Angeles Angels,Los Angeles Dodgers,10.0,-105,-115,currentLine_median
2025-08-12,Milwaukee Brewers,Pittsburgh Pirates,8.0,-105,-115,currentLine_median
2025-08-12,New York Mets,Atlanta Braves,12.75,-106,-121,currentLine_median
2025-08-12,New York Yankees,Minnesota Twins,9.0,-115,-105,currentLine_median
2025-08-12,San Francisco Giants,San Diego Padres,7.5,-115,-105,currentLine_median
2025-08-12,Texas Rangers,Arizona Diamondbacks,8.0,-115,-108,currentLine_median
2025-08-12,Toronto Blue Jays,Chicago Cubs,9.0,-110,-110,currentLine_median
2025-08-13,Baltimore Orioles,Seattle Mariners,8.5,-105,-115,currentLine_median
2025-08-13,Chicago White Sox,Detroit Tigers,8.25,-109,-112,currentLine_median
2025-08-13,Cincinnati Reds,Philadelphia Phillies,8.0,-109,-110,currentLine_median
2025-08-13,Cleveland Guardians,Miami Marlins,8.0,-109,-112,currentLine_median
2025-08-13,Houston Astros,Boston Red Sox,8.0,-110,-110,currentLine_median
2025-08-13,Kansas City Royals,Washington Nationals,9.0,-102,-118,currentLine_median
2025-08-13,Milwaukee Brewers,Pittsburgh Pirates,7.0,-115,-107,currentLine_median
2025-08-13,New York Yankees,Minnesota Twins,8.5,-115,-105,currentLine_median
2025-08-13,San Francisco Giants,San Diego Padres,8.0,-104,-117,currentLine_median
2025-08-13,St. Louis Cardinals,Colorado Rockies,8.25,-114,-114,currentLine_median
2025-08-13,Texas Rangers,Arizona Diamondbacks,7.75,-114,-113,currentLine_median
2025-08-13,Toronto Blue Jays,Chicago Cubs,8.5,-112,-112,currentLine_median
2025-08-14,Baltimore Orioles,Seattle Mariners,9.5,-105,-115,currentLine_median
2025-08-14,Colorado Rockies,Arizona Diamondbacks,13.0,-116,-105,currentLine_median
2025-08-14,Minnesota Twins,Detroit Tigers,7.5,-118,-103,currentLine_median
2025-08-14,New York Mets,Atlanta Braves,8.0,-112,-118,currentLine_median
2025-08-14,Toronto Blue Jays,Chicago Cubs,7.5,-119,-103,currentLine_median
2025-08-14,Washington Nationals,Philadelphia Phillies,8.0,-105,-119,currentLine_median
2025-08-15,Athletics,Los Angeles Angels,10.0,-106,-114,currentLine_median
2025-08-15,Boston Red Sox,Miami Marlins,8.5,-120,100,currentLine_median
2025-08-15,Chicago Cubs,Pittsburgh Pirates,8.5,-115,-105,currentLine_median
2025-08-15,Cincinnati Reds,Milwaukee Brewers,8.5,-112,-111,currentLine_median
2025-08-15,Cleveland Guardians,Atlanta Braves,8.5,-115,-105,currentLine_median
2025-08-15,Colorado Rockies,Arizona Diamondbacks,12.0,-116,-105,currentLine_median
2025-08-15,Houston Astros,Baltimore Orioles,7.25,-114,-110,currentLine_median
2025-08-15,Kansas City Royals,Chicago White Sox,9.0,-115,-105,currentLine_median
2025-08-15,Minnesota Twins,Detroit Tigers,9.5,-115,-105,currentLine_median
2025-08-15,New York Mets,Seattle Mariners,8.5,-123,100,currentLine_median
2025-08-15,San Francisco Giants,Tampa Bay Rays,8.0,-110,-110,currentLine_median
2025-08-15,St. Louis Cardinals,New York Yankees,8.75,-113,-110,currentLine_median
2025-08-15,Toronto Blue Jays,Texas Rangers,7.5,-105,-115,currentLine_median
2025-08-15,Washington Nationals,Philadelphia Phillies,8.0,-105,-115,currentLine_median
2025-08-16,Athletics,Los Angeles Angels,11.0,-110,-110,currentLine_median
2025-08-16,Boston Red Sox,Miami Marlins,9.0,-110,-110,currentLine_median
2025-08-16,Chicago Cubs,Pittsburgh Pirates,8.5,-122,100,currentLine_median
2025-08-16,Cincinnati Reds,Milwaukee Brewers,9.0,-104,-117,currentLine_median
2025-08-16,Cleveland Guardians,Atlanta Braves,8.5,-120,100,currentLine_median
2025-08-16,Colorado Rockies,Arizona Diamondbacks,11.5,-107,-113,currentLine_median
2025-08-16,Houston Astros,Baltimore Orioles,8.5,-120,100,currentLine_median
2025-08-16,Kansas City Royals,Chicago White Sox,9.5,-104,-116,currentLine_median
2025-08-16,Los Angeles Dodgers,San Diego Padres,7.5,-116,-105,currentLine_median
2025-08-16,Minnesota Twins,Detroit Tigers,8.5,-122,100,currentLine_median
2025-08-16,New York Mets,Seattle Mariners,8.5,-110,-110,currentLine_median
2025-08-16,San Francisco Giants,Tampa Bay Rays,8.0,-105,-115,currentLine_median
2025-08-16,Toronto Blue Jays,Texas Rangers,8.5,-110,-110,currentLine_median
2025-08-16,Washington Nationals,Philadelphia Phillies,9.75,-112,-109,currentLine_median
